"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"581","41-3011.00","Advertising Sales Agents",3.5,3.88,3.12,3.38,3.88,0,0.25,0,2.5,3.12,2.62,1.88,1.5,2.25,3,3.62,3.88,1.88,2.25,2.12,4.38,1.12,1,3.75,0,0.38,3.88,3.62,4.12,3,3,1.25,3.25,0,3.38,"Level"
"582","41-3021.00","Insurance Sales Agents",3.5,4,3,3,3.5,0,0,0,3.12,3.25,2.5,0.38,0.25,2.5,2.62,3.38,3.5,1.62,1.75,2,3.62,0.75,0.25,3.75,0,0.38,3.62,3.38,3.88,3,2.88,0.5,3.12,0,3.5,"Level"
"583","41-3031.01","Sales Agents, Securities and Commodities",4.12,4.38,3.62,3.25,4.38,0,0,0,3.12,4.12,2.75,2.25,1,2.5,3.38,3.75,3.75,0,0.62,1.88,4.38,1.12,0.5,4.5,0,0.5,3.5,3.62,4.25,3.88,3.5,0.62,3.25,0,4,"Level"
"584","41-3031.02","Sales Agents, Financial Services",3.62,4,3.12,3,4,0,0,0,3,3.5,2.88,2.12,1.12,2.38,3.25,3.12,3,0,0.75,2.25,4.25,0.75,0.5,4,0,0.25,3.38,3.5,4,3,3.12,0.5,3,0,3.75,"Level"
"585","41-3031.03","Securities and Commodities Traders",3.5,4,3.38,3.12,4.25,0,0,0,2.88,3.88,2.25,2.38,1.38,2.5,4.25,4.12,3.88,0.25,1.12,0.88,3.62,1.38,1.12,4.25,0,0.12,3.12,3.5,4,3.25,3.12,0.75,3,0,3.75,"Level"
"586","41-3041.00","Travel Agents",3,3.75,2.75,2.62,3.75,0,0.12,0,2.62,2.88,2.25,1.88,1,1.88,2.38,3,3.25,0.5,0.75,1.75,3.38,0.62,0,3.38,0,0.25,4.25,3.25,2.88,2.25,2.38,0.75,3,0,3.12,"Level"
"587","41-3099.01","Energy Brokers",3.5,3.88,3.12,3.38,4.12,0,0,0,2.75,3.75,2.75,2.75,2.38,2.5,4.12,3.5,3.75,0,0.75,0.88,3.5,1.38,0.88,4,0,0.62,2.75,3.12,4.12,3.25,3.38,0.5,2.62,0,3.88,"Level"
"588","41-4011.00","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.75,4.12,3.12,3.38,3.75,0,0.62,0,3.12,3.38,3,2.62,2.5,2.5,2.88,3.12,4,1.25,1.62,2.5,4,1,1.12,4.12,0,0.62,3.38,3.75,4,3,2.62,1.62,3,0,3.62,"Level"
"589","41-4011.07","Solar Sales Representatives and Assessors",3.38,3.75,3.12,3.38,3.75,0,0.62,0.12,3.12,3.12,2.5,2,1.5,2,3.25,3.38,3.5,1.5,1.25,1.88,3.75,0.75,2,3.88,0,0.88,3.62,3.38,3.88,2.88,3,1.5,2.75,1.12,3.38,"Level"
"590","41-4012.00","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.12,3.88,3,3,4,0,0,0,2.75,3.12,2.38,1,0.88,2.12,2.12,3.12,3.88,1.12,1,1.88,3.88,0.5,0.38,3.75,0,0.25,3.38,3.38,4,2.25,2.5,0.75,2.62,0,3.12,"Level"
"591","41-9011.00","Demonstrators and Product Promoters",3,3.62,2.38,3.25,3.38,0,0.25,0,2.62,2.5,2.88,0.12,0.38,1.75,1.88,3.25,2.62,0.38,1.88,2.5,3.75,0.75,2,3.38,0,0.25,3,3.12,3.62,2,1.62,0.88,2.5,1.75,3.12,"Level"
"592","41-9012.00","Models",1.75,2.5,1.88,2,2,0,0.12,0,0.25,2,0.12,0.12,0.25,1,0.38,2,1.88,0,0,0.88,1.88,0,0.38,2.25,0,0,1.88,2.5,2.12,1.25,0.25,0.88,2.38,0,2,"Level"
"593","41-9021.00","Real Estate Brokers",3.75,4,2.88,2.88,3.88,0,0,0,2.25,4,2,2,0.88,2.75,3,3.38,4,1,0.75,1,4,0.5,2.25,4.12,0,0.12,3.25,3.12,4,2.25,2.38,0.38,3,0.62,3.5,"Level"
"594","41-9022.00","Real Estate Sales Agents",3.38,3.88,3.12,3.62,3.88,0,0,0,2.88,3.75,2.62,1.62,1.38,2.5,3,2.88,4,1.5,1.62,2.12,4.12,0.75,2.25,4,0,0.38,3.62,3.5,3.88,2.62,3.25,0.5,3.12,1.25,3.5,"Level"
"595","41-9031.00","Sales Engineers",3.88,4.25,3.75,3.62,4,0,0.75,0,3.38,4,3.5,2.12,2.62,3,3.75,3.62,4,1.75,2,2.75,4.25,1.88,2.5,4.75,0,2.25,3.88,4,4.12,3.75,3.75,3,3.25,2.38,4,"Level"
"596","41-9041.00","Telemarketers",1.5,3.62,2.25,2.62,3.38,0,0,0,1,2.12,0.5,0,0,0.62,0.62,2.38,2.62,0,0,1.38,3.5,0.25,0.25,3.25,0,0.12,3.25,2.75,3.62,0.38,0.62,0.12,1.88,0,2.62,"Level"
"597","41-9091.00","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2.5,3.38,2.62,3,3.25,0,0,0,2.25,3.12,2.38,1.5,1.75,1.62,0.25,2.75,3.5,0,0,1.62,4.12,0.62,0.25,2.88,0,0,3.25,3.25,3.38,1.62,1.88,0.88,3,0,2.88,"Level"
"598","43-1011.00","First-Line Supervisors of Office and Administrative Support Workers",3.75,3.88,3.25,3.75,3.88,0,0,0,3.62,3.12,3.75,2.62,2.62,3.75,2.75,4,3.62,0.25,2,2.5,3.5,1,2.75,3.75,0,0,3.5,3.88,4,3,3,0.62,3.75,1.38,3.75,"Level"
"599","43-2011.00","Switchboard Operators, Including Answering Service",2.25,3,2.25,2.5,2.75,0,0,0,1.88,2.12,2,0.25,0.12,1.5,1.38,2.38,1.88,0.5,1.5,0.5,1.88,0.5,1.25,3,0,0,2.62,2.88,2.75,1.75,1,0,2.12,0.62,2.38,"Level"
"600","43-2021.00","Telephone Operators",2,3.5,2.62,2.25,3.25,0,0,0,1.62,1.88,1.88,0.62,0.5,1.5,1.38,2.38,1.88,0.25,1.12,0.75,2,0.62,0.12,2.75,0,0,3.38,2.88,3.38,1.5,1.25,0.5,2,0,2.5,"Level"
"601","43-3011.00","Bill and Account Collectors",2.75,3.88,3,3.12,3.62,0,0,0,2.25,3,2.25,0.38,0,2,2.75,3.12,3.38,0,1.25,0.38,3.62,0.5,0,3.5,0,0.12,2.88,3.38,3.88,2.25,1.75,0.38,2.75,0,3.38,"Level"
"602","43-3021.01","Statement Clerks",2.38,3.12,2.25,2.25,3.12,0.25,0,0,2,2.25,2,0.12,0,1.62,2.25,2.38,2,0.75,1.25,0,2,1.12,0.38,3.12,0.5,0,2.5,2.25,3,1.88,1.75,0.38,3,0.5,2.88,"Level"
"603","43-3021.02","Billing, Cost, and Rate Clerks",2.88,3.62,2.88,2.88,3.12,0,0,0,2,2.88,2,0.12,0,2.12,2.88,2.75,2.25,0,0.38,0.12,2.25,1.25,1.75,3.38,0,0,2.88,2.88,3.12,1.88,1.38,0,3,0,3,"Level"
"604","43-3031.00","Bookkeeping, Accounting, and Auditing Clerks",3,3.88,2.88,2.62,3.5,0,0.25,0,2.38,2.88,2.5,2.12,1.12,2.5,3.25,3.12,2.5,0,1.25,0.88,2.5,0.5,0.25,3.75,0,0.12,2.62,2.88,3.38,2.25,1.75,0.38,3.12,0,3.25,"Level"
"605","43-3041.00","Gaming Cage Workers",2.25,3.25,2,2.88,3.25,0,0,0,2.75,2.38,2.12,0.38,0.12,1.88,2.88,3,2.75,0.62,0.88,0.12,2,0.25,1.75,3,0,0,3,2.75,3.12,1.12,1,0,2.5,0,3,"Level"
"606","43-3051.00","Payroll and Timekeeping Clerks",3,3.38,2.62,2.88,3.38,0,0,0,2.62,3,2.38,0.5,0.38,2.62,3,3.25,2.38,0,0.75,0.25,2.5,0.62,0,3.75,0,0.12,2.75,2.75,3.25,2.38,1.62,0,3,0,3.25,"Level"
"607","43-3061.00","Procurement Clerks",3.5,4,3,2.88,3.62,0,0,0,2.38,3.25,2.25,2.5,2.12,2.62,2.38,3.38,3.62,0.25,0.5,1.25,2.38,0.5,0.88,3.88,0,0,3,3,3.75,2.25,2,0.38,3,0.25,3.25,"Level"
"608","43-3071.00","Tellers",2.75,3.5,2.75,2.5,3.38,0,0,0,2.88,2.88,2.5,0.25,0.25,2,2.88,2.75,2.12,1.25,1.88,0.25,2,0.38,0.75,3.25,0,0.12,3.38,2.62,3.12,1.88,1.75,0,2.5,0,3.12,"Level"
"609","43-4011.00","Brokerage Clerks",3,3.88,2.88,2.88,3.62,0,0,0,2,2.88,2.75,1.25,1,2.12,3.5,3,2.5,0.25,1.12,0.75,2.12,1.75,0.12,3.75,0,0,3.12,3,3.62,2.12,2.25,0,3.12,0,3.5,"Level"
"610","43-4021.00","Correspondence Clerks",2.75,3.62,2.75,2.88,3.62,0,0.5,0.25,1.88,3.25,2.12,0.75,0,2.5,2.25,2.62,2.75,0.12,0,0.62,2.88,0.75,0.75,3.88,0,0.38,3,3.12,3.25,2.12,2.12,0.5,3.38,0,4,"Level"
"611","43-4031.01","Court Clerks",2.88,3.88,3,3.12,3.62,0,0,0,2.12,2.88,1.88,0,0.62,2,1.38,3.12,2.75,0.38,1.25,0.25,2.25,0.25,0.75,4,0,0,3,2.88,3.88,1.75,1.75,0,3.38,0,3.62,"Level"
"612","43-4031.02","Municipal Clerks",3.12,4,2.75,3,3.62,0,0.12,0,2.25,2.88,1.5,2.88,1.12,2.12,2.5,3,2.25,0.5,0.5,0.5,2.12,0.38,1.12,4,0,0.12,3,2.88,4,2.25,1.88,0.62,2.88,0,4,"Level"
"613","43-4031.03","License Clerks",3,3.12,2.38,2.75,3.12,0,0,0,2.75,2.88,2.25,1.12,1.25,2.12,2.25,3,2.12,1.88,2,1.88,2.12,0.25,1.62,3.12,0.25,2,3.12,3,3,1.75,1.12,0.25,2.38,1.25,2.88,"Level"
"614","43-4041.01","Credit Authorizers",3,3.75,3.25,3.12,3.5,0,0,0,2.88,3.25,2.62,1.38,0.88,2.75,2.25,3,2.62,0,0,0,2.5,0.5,0,3.88,0,0,2.88,2.88,3.5,2.25,2.25,0,3,0,3.38,"Level"
"615","43-4041.02","Credit Checkers",3,3.88,2.88,2.88,3.5,0,0,0,2.88,3.25,1.88,0,0,1.88,1.25,3,2.5,0,0.12,0,2.62,0.25,0,3.38,0,0.25,2.75,3,3.62,1.88,2,0,2.75,0,3.5,"Level"
"616","43-4051.00","Customer Service Representatives",2.88,3.75,3,3,3.25,0,0,0,2.75,2.88,2.88,0.12,0.12,2,2.12,3,2.88,0,1.25,0.75,3,0.62,0.5,3.38,0,0,3.5,3,3.75,2.12,2,0.5,2.75,0,3,"Level"
"617","43-4051.03","Patient Representatives",3.5,3.88,3,3.25,4,0,0,0,3.5,3.25,3.12,1.62,1.75,2.88,2.25,3.38,3.38,0,1.62,0.38,3.62,0.75,0.38,3.88,0,1.25,4.12,3.88,3.75,3,3.25,1,3.25,0,3.62,"Level"
"618","43-4061.00","Eligibility Interviewers, Government Programs",3,4.12,3.12,3,3.75,0,0,0,2.5,3.25,2.25,0.75,0.5,2.62,1.75,3,3,0,0.25,0.62,3,0.38,0.25,4,0,0.75,3.75,3.5,4.12,2.5,2.25,0,3,0,3.5,"Level"
"619","43-4071.00","File Clerks",2.25,3,2.25,2.25,3,0,0.12,0,2.12,2.25,2.12,0.5,1.25,1.75,2.12,2.25,2.12,1.25,0.75,1.12,2.12,0.62,1.25,3,0,0,2.38,2.25,3,2.12,1.88,0.62,2.75,0.25,3,"Level"
"620","43-4081.00","Hotel, Motel, and Resort Desk Clerks",2.38,3.38,2.5,3,3.5,0,0,0,2.88,2.62,2.62,0.62,0.38,2.75,2.25,2.88,2.5,0.38,1.38,0.38,2.88,1,0.75,3.62,0,0,3.5,3,2.75,2.38,2.5,0.88,2.88,0,2.88,"Level"
"621","43-4111.00","Interviewers, Except Eligibility and Loan",2.75,4,2.88,2.88,3.25,0,0,0,2.75,2.62,2.75,0.12,0.12,2.5,1.88,3,2.75,0.12,1.25,1.5,2.75,1,0.75,3.5,0.25,0,2.88,3.12,3.75,2.12,1.75,0,3,0.25,3.12,"Level"
"622","43-4121.00","Library Assistants, Clerical",2.38,3.25,2.12,3,3.12,0.88,0.25,0,2.75,2.38,2.38,1.25,1.75,2.25,2.38,2.75,1.62,0.38,0.88,0.38,1.88,0.75,1.38,3.5,0,0.12,3.38,2.75,3.12,1.88,1.5,1,2.5,0.62,2.88,"Level"
"623","43-4131.00","Loan Interviewers and Clerks",3.62,3.88,3.12,2.88,3.75,0,0.5,0,3.12,3.75,3,0.75,0,2.5,3.25,3,3,0.38,1.62,2,3,1.12,0.5,4.12,0,0.38,3.25,3.38,3.88,2.62,2.75,0.75,3.12,0,3.75,"Level"
"624","43-4141.00","New Accounts Clerks",2.62,4,2.62,2.62,3.5,0,0,0,2.38,3,2.38,0.38,0,2,2.62,2.88,2.38,0.25,1.12,0.5,2.75,0.75,0.75,3.75,0,0,3.38,2.88,4,2,2,0.75,2.38,0,3,"Level"
"625","43-4151.00","Order Clerks",3.12,3.38,2.62,2.62,4,0,0.88,0,1.88,2.5,1.88,0.75,1.88,1.25,2.88,2.38,3.25,0.88,1.75,1.88,3,0.5,1.75,3.38,0,0.12,3.25,2.75,3.38,2.25,2.38,0,2.25,0,3.12,"Level"
"626","43-4161.00","Human Resources Assistants, Except Payroll and Timekeeping",3,3.88,2.62,2.88,3.5,0,0,0,2.62,3,2.62,0.25,0.25,2.62,1.88,3.25,2.5,0.38,1.62,1.75,2.75,0.75,0.25,3.88,0,0.5,3.12,3.12,3.5,2.5,2.25,0.5,2.88,0,3.5,"Level"
"627","43-4171.00","Receptionists and Information Clerks",2.38,3.38,2.75,2.75,3.12,0,0,0,2.38,2.12,2.38,0.88,0.5,2.12,2.12,2.5,2.5,0,0.38,0.25,2.62,0.38,1.25,3.25,0,0,3.12,2.88,3,2.12,2,0.5,2.75,0.38,3.12,"Level"
"628","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks",3,4,3,3,3.62,0,0,0,2.75,3,2.62,0.38,0.5,2,2.5,2.88,2.88,0.5,1.62,1,3,0.88,1.12,3.12,0,0,3.75,3.12,3.25,2.25,2.25,0.5,3,0.5,3,"Level"
"629","43-5011.00","Cargo and Freight Agents",2.88,3.12,3,3.12,3.62,0,0,0,2.5,2.88,2.12,0.38,1.12,2.5,2.62,3.12,3.12,0,1.12,1.25,2.75,0.25,2,3.25,0,0,3.12,3,3.38,2.38,2.5,0.25,3,0.75,3,"Level"
"630","43-5011.01","Freight Forwarders",3.12,3.38,3.12,3.25,3.38,0,0,0,2.75,3.12,3,2.38,2,2.62,3,3.25,3.38,0,1.5,1,3.25,0.75,0.38,3.25,0,0,3.25,3.12,3.38,3.12,3.12,0.62,3.25,0,3.25,"Level"
"631","43-5021.00","Couriers and Messengers",2.25,2.62,2.5,2.5,2.62,1,0.12,0,1.88,2.25,2,1.12,1,1.75,2,2.25,2.12,2,2.12,1,2.38,0,1.88,2.88,0.12,0.12,2.62,2.5,2.5,2,1.88,0.88,3,1.62,2.5,"Level"
"632","43-5031.00","Police, Fire, and Ambulance Dispatchers",3,4,3.12,3.5,4,0.25,0.12,0,3,2.88,2.88,1.25,1.5,2.62,2,3.38,2.75,2.25,2.38,2.25,3.25,1.12,1.62,3.5,0.12,1,3.25,3.5,3.62,2.5,2.12,0.75,2.88,1.75,3.12,"Level"
"633","43-5032.00","Dispatchers, Except Police, Fire, and Ambulance",3,4,3,3.75,3.88,0,0,0,2.75,3,2.88,1.12,1.25,2.88,2.12,3.25,2.88,0,2,1.38,2.88,0.25,1.75,3.25,0,0.12,3,3.12,3.88,2.88,2.88,0.62,3.25,1,3,"Level"
"634","43-5041.00","Meter Readers, Utilities",2.38,2.75,2.62,2.38,2.88,1.88,2.12,0.25,2.62,2.62,2.5,1.38,1.12,2.12,2.12,2.5,2.38,2.62,2.38,0.75,2.38,1,2.5,2.88,2.12,0.12,2.75,2.38,2.5,2.12,2.12,0.88,2.62,2.12,2.62,"Level"
"635","43-5051.00","Postal Service Clerks",2.38,3.25,2.5,2.12,3.5,0,0.38,0,1.62,2.38,2,1.62,1.12,1.88,2.62,2.5,1.88,0.62,2.25,1,2.5,0.75,2.38,3,0,0,3.12,2.38,3,1.88,1.12,0,2.5,1.75,3,"Level"
"636","43-5052.00","Postal Service Mail Carriers",1.75,2.75,2.12,2.62,2.75,0,0,0,0.38,2.38,1.38,0.38,0.75,0.5,1.5,2.25,1.62,2,2.25,1.25,2,0,1.38,2.5,0,0.12,2.38,2.75,2.62,1.38,1.38,0,2.5,0.5,2.12,"Level"
"637","43-5053.00","Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.25,2.75,2.25,2.62,2.88,0.75,0.12,0,2.62,2.12,2.38,0,0,2.12,1.5,2.62,1.75,2.38,2.5,1.38,1.88,0.75,1.75,2.75,0.62,0.12,2.25,2.88,2.75,1.62,1.38,0,2.88,1.88,2.38,"Level"
"638","43-5061.00","Production, Planning, and Expediting Clerks",2.88,3.75,3,3.12,3.88,0,0.12,0,2.5,3,2.5,1.88,2.12,2.38,2.5,3.5,2.88,1,1.75,1.75,3,0.62,2.12,4,0,0.25,2.88,2.88,3.38,2.75,2.12,0.75,3.25,0.88,3.12,"Level"
"639","43-5071.00","Shipping, Receiving, and Traffic Clerks",2.12,2.75,2.38,2.75,3,0,0.38,0,2.25,2.5,2.25,1.12,1.38,2,2.38,2.75,2,2,2,0.5,2,0.62,1.88,2.88,0,0,2.25,2.25,2.62,2.12,1.25,0.62,2.25,1.12,2.62,"Level"
"640","43-5081.01","Stock Clerks, Sales Floor",2.5,3,2.12,2.62,3,0,0,0,2.12,2.25,1.62,0.62,0.88,1.62,2,2.25,1.88,0.88,0.62,0.75,2.25,0.38,1.12,2.5,0,0,2.5,2.38,3,1.38,1.12,0.38,2.25,0.5,2.12,"Level"
"641","43-5081.02","Marking Clerks",2.12,2.38,2.25,2.25,2,0,0.25,0,1.62,2.25,1.5,0.25,0.62,2,0.88,2.38,2.12,1.38,1.5,1,1.88,0.25,0.25,2.5,0,0,2.12,2.25,2.5,0.88,0.5,0,2.12,0,2.25,"Level"
"642","43-5081.03","Stock Clerks- Stockroom, Warehouse, or Storage Yard",2.12,2.88,2.38,2.88,2.88,0.62,0,0,1.5,2.5,0.62,0.25,2,1.38,1.88,2.5,2.5,1.88,1.38,0.62,2.75,0.12,1.25,2.5,0,0,2.88,2.38,2.75,1.88,1,0,2.75,0.62,2.12,"Level"
"643","43-5081.04","Order Fillers, Wholesale and Retail Sales",1.75,2.25,1.62,2.5,2.62,0,0,0,1.25,2,1.25,0.38,1,1,2,2.25,1.5,1,0.75,0.38,1.38,0.38,1.12,2.62,0,0.12,1.88,2.12,2,1,0.88,0.38,2.12,0.75,2.12,"Level"
"644","43-5111.00","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.75,3,2.5,3,3.12,0.12,0.62,0,2.38,2.5,2.5,0.38,0.25,2.5,2.62,3,2,0.25,1.25,0.5,2.25,1.25,2.5,3.25,0,0.5,2.62,2.62,2.88,2.38,1.75,0,2.62,0.38,3.12,"Level"
"645","43-6011.00","Executive Secretaries and Executive Administrative Assistants",3.12,4,3,3.25,3.62,0,0.12,0,2.5,3,2.75,0.88,1.25,2.5,2.38,3.62,2.62,0.5,1.5,1.62,2.75,1.38,1.5,3.88,0.38,0.75,3.88,3.25,3.75,2.62,2.5,0.88,3.38,0,3.62,"Level"
"646","43-6012.00","Legal Secretaries",2.75,3.75,2.62,2.5,3.38,0,0,0,1.62,2.62,2.12,0.25,0.12,1.5,2.38,2.75,2,0.5,1,0.12,2.25,0.88,1.5,4.12,0,0,2.88,2.88,3.38,2.12,1.5,0.38,2.75,0.12,3.88,"Level"
"647","43-6013.00","Medical Secretaries",2.38,3.75,2.62,2.88,3,0,0,0,2.12,2.38,2,0.38,0.62,2.12,2,2.62,2.12,0,1.12,0.5,2.12,0.25,0.25,3.12,0,0.25,3,3,3.38,2.12,1.88,0,2.88,0,3.12,"Level"
"648","43-6014.00","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.12,4,2.75,2.88,3.75,0,0,0,2.5,2.88,2.38,2.12,2,2.75,1.5,3.12,2.25,0.5,0.5,0.75,2.25,0.62,1.5,4,0,0.12,3.38,3.12,3.75,2,1.75,0.38,3.38,0.12,3.88,"Level"
"649","43-9011.00","Computer Operators",3.5,3.38,3.25,3.25,3.62,0.88,0.88,0.38,3.5,3.12,3.25,1.5,2.62,2.88,2.38,4,2.62,3.25,3.75,1.75,2.62,2.5,3.38,3.75,0.75,1.5,3.12,2.75,3.25,3.25,3.25,1.5,3.25,3.62,3.25,"Level"
"650","43-9021.00","Data Entry Keyers",2.12,3.25,2.5,2.12,3.12,0,0.88,0.12,2.62,2.62,2.38,0.75,0.88,2.38,2.12,2.38,1.88,0.5,1.75,0.12,1.88,1.25,1.25,3.62,0,0,2.12,2.62,3,2.12,1.62,0.5,2.88,0,2.75,"Level"
"651","43-9022.00","Word Processors and Typists",2,3,2,2.38,2.62,1.12,0.5,0,1.5,1.62,1.5,0,0.12,1.5,2.5,2.12,1.5,1.25,1.38,0.75,1.88,0.62,1.38,3.25,0,0.12,2.38,2.5,2.75,1.12,1,0.75,2.62,0.25,2.75,"Level"
"652","43-9031.00","Desktop Publishers",3.25,3.62,3.5,3.5,3.75,1.88,2.62,0.38,3.5,3.38,3.25,1.62,1.88,2.62,2.38,3.5,2.75,2.38,2.38,3,3.25,3.12,2.88,4.12,2,0,3.12,3.25,3.62,2.88,2.62,1.75,3.62,2.25,3.62,"Level"
"653","43-9041.01","Insurance Claims Clerks",2.5,3.75,2.88,2.38,3.5,0,0,0,2.12,2.88,2.12,0.25,0,1.38,2.88,2.75,2.38,0.38,0.38,0.12,2.25,0.75,0.75,3.88,0,0,2.88,2.75,3.88,1.88,1.5,0,2.62,0,3,"Level"
"654","43-9041.02","Insurance Policy Processing Clerks",2.88,3.88,2.75,2.75,3.5,0,0,0,1.88,3.25,1.75,2.12,1.5,2,3,2.75,2.25,0.12,1.38,0.5,2.38,0.88,1,3.5,0,0.12,3.12,2.5,3.5,2.12,1.5,0,2.62,0,3,"Level"
"655","43-9051.00","Mail Clerks and Mail Machine Operators, Except Postal Service",2.12,2.75,2,2.62,2.62,0.62,0.25,0.12,1.88,2.5,2.12,0.62,0.88,1.75,1.75,2.75,1.38,2.75,2.5,0.12,2,0.5,2,2.88,0.5,0,1.88,2.62,2.62,1.5,1.25,0,2.62,1,2.75,"Level"
"656","43-9061.00","Office Clerks, General",2.5,3.62,2.12,2.75,3,0,0.12,0,2.5,2.12,2.12,1.38,1.62,2.25,2.25,2.62,2.25,0.62,1.88,0.12,2.25,0.5,0.5,3.62,0,0,3,2.75,3.38,1.88,1.38,0.5,2.75,0.12,3.12,"Level"
"657","43-9071.00","Office Machine Operators, Except Computer",2.5,2.88,2.62,2.75,2.75,2.62,2.38,0.38,2.38,2.75,2.25,1.88,1.88,2.38,2.25,2.88,2.12,2.75,3.12,1.12,2.38,0.75,2.75,2.62,2.38,0,2.62,2.25,2.5,2.25,2.38,0.75,2.88,2.5,2.5,"Level"
"658","43-9081.00","Proofreaders and Copy Markers",2.25,3,2.25,2.5,3.12,0,0,0,1.5,2.12,1.25,0,0,1.25,0.88,2.5,1.25,0,0.12,0.62,1.38,0.12,1.25,4.12,0,0.38,1.38,2.38,3.12,0.88,0.88,0.12,2.88,0,3.5,"Level"
"659","43-9111.00","Statistical Assistants",3.75,3.62,3.38,2.75,3.88,0,0,0,2.88,3,3,0.5,0.38,2,4.88,3,2.62,0,0.75,1.38,2.62,3.5,1.75,4,0,2.5,2.75,2.88,3.75,2.5,2.62,1,3,0,3.75,"Level"
"660","43-9111.01","Bioinformatics Technicians",3.88,3.62,3.38,3,3.75,0.38,0.25,0,3.25,3.5,2.88,1,1,2.38,3.88,3.5,2.75,0.25,2.5,2.12,2.88,3,2.25,4.25,0.38,3.38,2.88,3,3.62,3.5,3.5,2,3,0.38,3.75,"Level"
"661","45-1011.05","First-Line Supervisors of Logging Workers",3,3.75,3.75,3.75,3.62,2.88,2.88,0,3,3.12,3,2.38,3,3.88,2.62,4,3,3.88,3.62,2.88,3.62,0,3.12,3.75,2.88,0.62,3,3.25,3.62,3.38,3.5,1.25,3.88,3,3,"Level"
"662","45-1011.06","First-Line Supervisors of Aquacultural Workers",3.75,3.75,3.38,4,3.88,2.38,2.12,0,3.38,3.75,3.38,3.38,3.38,4,3.12,4.12,3.38,2.88,3.12,2.88,3.62,0.5,3.38,4,2,2.75,2.62,3.75,4,3.5,3.38,1.25,4,2.25,3.88,"Level"
"663","45-1011.07","First-Line Supervisors of Agricultural Crop and Horticultural Workers",3,3.62,3.12,3.62,3.12,2.75,1.88,0.12,3,3.5,3,3.12,3,3.62,2.88,3.62,3.12,3.12,3.25,2.75,3.12,0.62,3,3.62,2.75,2.12,2.88,3.5,3.5,3,3,0.38,3.38,2.88,3,"Level"
"664","45-1011.08","First-Line Supervisors of Animal Husbandry and Animal Care Workers",3.75,3.62,3.38,3.75,3.62,2.38,2.5,0,3.38,3.5,3.62,3.5,3.12,3.88,3,4.12,3.38,2.62,2.5,2.38,3.62,0.75,3.38,3.75,2.38,3,3.25,3.75,3.75,3.12,3.25,1,3.75,2.5,3.75,"Level"
"665","45-2011.00","Agricultural Inspectors",3.38,3.62,3.25,3,4,0,0.12,0,2.88,3.38,3,0.75,1,2.25,2.75,4.12,2.75,2.38,3.38,1.38,2.88,0.5,3.88,4,0,2.75,2.88,2.75,3.88,3.25,3.25,0.75,2.88,1.5,3.62,"Level"
"666","45-2021.00","Animal Breeders",2.38,2.88,2.5,2.62,3.25,0,0.25,0,1.88,2.75,2.12,1.75,1.75,2.12,2.25,2.88,1.88,2.62,2.5,1.75,2.75,0.75,2.88,2.88,0,3.38,2.38,2.38,2.5,2.25,1.62,0.62,2.75,1.75,2.75,"Level"
"667","45-2041.00","Graders and Sorters, Agricultural Products",1.12,2.38,1.5,2.62,2.38,0,0.25,0,0,1.62,0.12,0,0,0,0.12,2.25,1.25,0.5,0.25,0,1.5,0,0.38,1.38,0,0.25,1.38,1.88,2.25,1.12,0,0,1.75,0,1.12,"Level"
"668","45-2091.00","Agricultural Equipment Operators",1.88,3,2.38,2.5,2.88,3.12,1.75,0.38,1.88,2,0.25,0,0.25,1.88,0.25,2.38,1.38,3.75,3.5,0.5,1.75,0,2.88,2,3,1.12,1.12,2.38,2.62,1,1,0.25,1.88,3,1.75,"Level"
"669","45-2092.01","Nursery Workers",2.25,2.75,2.38,2.75,2.5,1,1.25,0,2.5,2.62,2.12,1.12,1.62,2.25,1.88,2.62,2,2.62,2.5,0.12,2.5,0,2.12,2.5,1,0.88,2.5,2.25,2.38,1.75,1.38,0,2.38,1.88,2.38,"Level"
"670","45-2092.02","Farmworkers and Laborers, Crop",2.38,2.5,2.5,3,2.75,2.75,2.25,0.25,2.5,2.5,2.38,0,0.62,2.75,0.62,3,1.88,3,3,0.5,2.25,0,2.25,2,2.75,0.62,1.88,2.25,2.38,0.38,0.12,0,2.5,2.38,2.12,"Level"
