"","O.NET.SOC.Code","Title","Administration.and.Management","Biology","Building.and.Construction","Chemistry","Clerical","Communications.and.Media","Computers.and.Electronics","Customer.and.Personal.Service","Design","Economics.and.Accounting","Education.and.Training","Engineering.and.Technology","English.Language","Fine.Arts","Food.Production","Foreign.Language","Geography","History.and.Archeology","Law.and.Government","Mathematics","Mechanical","Medicine.and.Dentistry","Personnel.and.Human.Resources","Philosophy.and.Theology","Physics","Production.and.Processing","Psychology","Public.Safety.and.Security","Sales.and.Marketing","Sociology.and.Anthropology","Telecommunications","Therapy.and.Counseling","Transportation"
"565","39-6012.00","Concierges",3.97,0.58,0.58,0.77,4.96,2.61,3.71,4.87,1.03,2.28,3.35,0.94,4.19,1.77,0.62,2,3.16,1.23,2.19,2.73,0.47,1.06,2.7,2,0.53,1.41,2.71,2.1,3.69,1.9,1.26,1.1,2.9
"566","39-7011.00","Tour Guides and Escorts",2.55,0.53,0.69,0.54,2.79,2.49,1.95,4.83,0.75,1.17,3.77,1.08,4,1.52,0.8,1.63,3.1,3.74,1.69,1.98,1.23,0.89,2.19,2.63,0.55,1.08,2.95,2.32,2.38,2.56,1.16,0.99,2.27
"567","39-7012.00","Travel Guides",4.47,0.2,0.13,0.12,4.6,2.66,2.64,4.99,0.35,2.54,3.52,0.11,3.4,2.41,0.19,1.64,4.06,3.14,1.98,2.97,0.33,0.47,3,2.66,0.01,2.14,1.25,2.11,5.22,2.7,0.95,0.81,3.17
"568","39-9011.00","Childcare Workers",2.17,0.84,0.07,1.15,2.56,1.48,1.42,3.86,0.65,1.5,3.11,0.38,2.34,0.55,0.78,0.79,1.06,0.68,1.02,1.33,0.35,1.3,1.71,1.15,0.23,0.59,2.92,1.77,1.63,1.52,0.5,2,1.17
"569","39-9011.01","Nannies",1.85,1.74,0.44,2.19,1.56,2.15,2.19,3.15,0.78,0.78,3.04,0.63,3.19,1.48,1.85,1.07,2.85,1.78,1.85,2.41,1.33,2.63,1.44,2.81,0.78,0.48,3.37,2.11,0.74,2.59,1,2.56,2.04
"570","39-9021.00","Personal Care Aides",2.01,0.87,0.08,1.27,1.68,1.31,0.97,4.14,0.31,0.71,2.3,0.27,2.71,0.34,1.57,0.93,0.51,0.64,1.45,1.74,1.01,1.65,1.07,1.75,0.2,0.93,3.39,1.91,0.78,1.68,0.82,2.13,1.84
"571","39-9031.00","Fitness Trainers and Aerobics Instructors",2.32,2.52,0.28,1.44,2.12,2.64,2.8,4.33,0.68,1.08,4.32,0.88,3.88,0.88,0.24,0.56,0.64,0.24,1.48,2.4,1.04,2.24,1.44,1.96,1.52,0.4,4.16,2.36,2.8,2.84,0.72,2.17,0.32
"572","39-9032.00","Recreation Workers",3.07,0.69,0.62,1.08,3.75,2.49,3.34,4.91,1.63,1.98,3.91,1,3.56,1.58,0.75,1.07,1.81,1.53,1.9,2.35,1.07,1.75,2.71,1.64,0.55,1.51,3.8,2.82,2.82,2.87,1.33,2.77,1.92
"573","39-9041.00","Residential Advisors",2.69,1.02,1.18,1.2,3.46,2.47,2.49,5.52,0.59,1.36,3.84,0.88,3.72,0.89,0.49,0.79,2.31,0.6,2.61,2.37,0.69,1.37,2.97,3.23,1.44,1.31,5.01,3.2,1.17,3.8,0.75,4.1,1.78
"574","41-1011.00","First-Line Supervisors of Retail Sales Workers",4.22,0.73,0.72,0.92,3.3,1.95,2.33,5.37,1.11,2.6,4.25,1.04,3.77,0.92,0.92,0.73,0.56,0.36,1.76,3.72,1.76,0.32,3.43,0.64,0.89,2.28,2.85,2.59,4.16,1.59,1.34,0.55,1.46
"575","41-1012.00","First-Line Supervisors of Non-Retail Sales Workers",4.81,1.29,1.13,1.61,3.94,2.88,3.84,4.98,1.56,3.47,4.66,1.7,4.51,0.69,0.34,0.68,1.93,0.66,2.13,3.85,1.23,0.69,4.38,0.72,0.57,2.19,2.95,2.02,4.62,1.44,1.61,1.66,2.27
"576","41-2011.00","Cashiers",1.44,0.51,0.42,0.73,1.64,1.39,2.39,4,0.82,1.05,2.26,0.41,2.67,0.5,0.96,0.83,1.18,0.49,0.97,3.37,1.11,0.46,1.01,0.8,0.45,1.08,1.86,1.99,2.64,1.19,1.03,0.56,0.98
"577","41-2012.00","Gaming Change Persons and Booth Cashiers",2.03,0.16,0.26,0.47,1.7,1.02,2.32,3.73,0.4,2.17,2.39,0.39,2.73,0.13,0.92,0.91,0.8,0.48,2.15,2.52,1.18,0.55,1.24,1.06,0.21,1.17,1.95,2.3,1.66,1.08,0.71,0.73,0.84
"578","41-2021.00","Counter and Rental Clerks",3.09,0.22,0.88,0.45,3.04,1.98,3.39,3.51,0.66,1.89,2.08,0.62,2.86,0.97,0.78,0.97,0.91,0.23,1.48,3.12,0.9,0.53,1.56,0.44,0.76,2.42,1.3,1.88,3.35,0.85,0.9,0.4,0.71
"579","41-2022.00","Parts Salespersons",2.96,0.12,0.53,0.35,2.43,1.86,2.62,4.32,0.8,1.76,2.1,1.15,3.13,0.03,0.02,0.92,0.37,0.02,1.12,2.95,3.78,0.19,2.16,0.41,0.59,2.63,0.57,2.06,3.97,0.17,1.22,0.25,2.1
"580","41-2031.00","Retail Salespersons",2.96,0.31,0.55,0.72,2.53,2.6,2.94,4.78,1.54,1.66,2.21,1.31,3.21,0.58,0.5,1.02,0.82,0.57,1.34,3.13,1.59,0.5,2.13,1.08,0.83,2.24,2.69,1.88,4.04,1.46,1.57,1.28,1.83
"581","41-3011.00","Advertising Sales Agents",2.95,0.13,0.61,0.04,4.17,3.55,3.24,4.77,1.05,2.39,1.96,0.8,4.16,0.82,0.12,0.65,1.52,0.8,1.36,3.16,0.55,0.57,1.68,0.89,0.07,1.49,2.68,1.05,5.62,2.07,2.14,0.47,2.23
"582","41-3021.00","Insurance Sales Agents",3.5,0,0.8,0,4.54,2.22,3.69,5.77,0.08,3.72,2.58,0.49,3.93,0.39,0,0.85,1.17,0.55,2.85,3.55,0.06,0.24,2.53,0.64,0.05,1.46,1.93,1.79,5.03,1.17,1.01,0.72,0.67
"583","41-3031.01","Sales Agents, Securities and Commodities",3.98,0.58,0.71,0.49,3.28,2.68,4.42,4.98,0.8,4.35,3.22,1.28,3.96,0.34,0.54,0.68,1.59,1.94,3.01,4.26,0.61,0.63,2.85,1.87,0.42,1.28,3.1,0.71,4.36,2.05,1.42,1.22,1.93
"584","41-3031.02","Sales Agents, Financial Services",2.85,0.08,0.76,0.07,3.76,1.66,2.31,4.97,0.25,3.82,3.25,0.59,3.68,0.3,0.07,1.02,0.99,0.86,2.4,4.03,0.36,0.38,2,1.11,0.13,0.99,1.77,1.38,4.57,1.29,0.74,0.57,0.78
"585","41-3031.03","Securities and Commodities Traders",3.1,0.37,0.57,0.45,3.48,2.42,4.07,4.29,0.25,4.48,1.77,1.42,3.84,0,0.31,0.27,1.14,1.01,2.68,4.29,0.54,0.36,1.84,0.32,0.13,1.08,1.45,0.57,4.14,0.95,1.59,0.27,0.94
"586","41-3041.00","Travel Agents",2.2,0,0,0,4.45,1.42,3.43,4.31,0.38,2.51,2.01,0.2,3.24,0.04,0,1.7,4.77,1.24,1.29,2.73,0.28,0.04,1.32,0.33,0,0.91,1.54,0.97,4.05,0.77,1.16,0.13,3.36
"587","41-3099.01","Energy Brokers",3.74,0.21,0.37,0.64,4.14,1.65,4.25,4.62,0.42,4.28,2.66,3.02,3.76,0,0.06,0.22,2.24,0.73,2.62,4.93,1.07,0,2.29,0.21,2.32,2.38,1.7,1.96,3.84,0.54,1.94,0.27,0.64
"588","41-4011.00","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.59,0.55,1.13,2.06,3.32,2.3,3.81,4.58,2.06,1.97,2.76,2.65,3.66,0.17,0.52,0.99,1.86,0.47,1.84,3.69,1.61,0.81,1.63,0.88,0.66,3.38,2.55,1.28,4.78,1.55,1.84,0.96,2.1
"589","41-4011.07","Solar Sales Representatives and Assessors",3.85,1.06,3.47,1.87,3.91,2.31,3.86,5.55,3.98,3.64,3.39,4.27,4.21,0.26,0.31,0.67,2.95,0.86,3.38,4.35,3.04,0.13,2.7,1.49,2.84,2.83,3.05,2.19,5.27,1.51,1.71,0.61,1.04
"590","41-4012.00","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.7,0.23,0.74,0.94,3.2,2.13,3.01,4.78,1.65,2.29,2.54,1.56,3.45,0.15,0.99,0.3,1.22,0.63,1.8,3.01,1.2,0.11,1.62,0.59,0.61,2.64,2.2,0.95,5.21,1.33,1.18,0.71,1.95
"591","41-9011.00","Demonstrators and Product Promoters",0.97,0.11,0.18,0.77,1.39,1.79,1.64,3.91,0.27,0.54,1.74,0.22,2.8,0.16,1.32,0.24,0.33,0.04,0.84,1.96,0.2,0.16,0.63,0.26,0.05,1.16,0.76,1.35,3.4,0.41,1.02,0.14,1.02
"592","41-9012.00","Models",0.36,0.22,0.13,0.19,0.37,0.54,0.41,1.61,0.45,0.3,0.31,0.12,1.25,1.4,0.09,0.18,0.24,0.17,0.19,0.44,0.18,0.24,0.3,0.24,0.16,0.2,0.41,0.13,0.36,0.38,0.22,0.14,1.26
"593","41-9021.00","Real Estate Brokers",4.3,0.27,3.12,1.37,4.52,3.04,4.16,5.35,2.42,3.55,4.26,1.26,4.28,0.51,0.04,1.82,3.45,0.72,4.22,3.38,1.59,0.06,2.92,1.9,0.56,1.21,3.49,2.49,4.89,2.65,1.85,0.58,1.66
"594","41-9022.00","Real Estate Sales Agents",3.36,0.44,2.54,0.56,3.82,2.68,4.18,5.5,1.71,2.75,3,0.46,4,0.29,0.14,1.21,2.32,1.04,3.75,3.89,1.19,0.32,2.32,2.07,0.3,0.68,3.37,2.07,5.18,2.25,1.32,1.04,1.79
"595","41-9031.00","Sales Engineers",3.33,0.34,0.42,2.23,2.99,2.71,4.85,5.31,2.99,2.19,2.55,4.23,3.98,0,0.41,1.67,3.18,0.3,1.76,4.7,3.36,0.59,2.92,0.43,1.91,3.51,1.36,1.52,4.87,1.63,2.39,0.81,1.97
"596","41-9041.00","Telemarketers",0.71,0.04,0.05,0.13,1.92,2.8,2.55,3.01,0.29,0.97,1.63,0.23,3.64,0.15,0.13,0.4,0.7,0.15,0.78,1.8,0.12,0.03,0.65,0.23,0.08,0.95,1.1,0.9,4.34,0.37,1.17,0.28,0.78
"597","41-9091.00","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2.25,0.4,0,0.55,2.35,2.5,1.84,3.9,0.26,1.6,2.9,0.11,2.5,0.45,0.2,0.2,0.6,0.05,0.53,2.32,0.15,0.15,2.05,0.6,0,0.9,2.4,0.42,4.2,1.2,0.58,0.55,1.1
"598","43-1011.00","First-Line Supervisors of Office and Administrative Support Workers",4.07,0.17,0.31,0.17,5.03,2.23,4.25,4.93,0.74,2.48,3.65,1.49,3.8,0.04,0.18,0.45,0.5,0.07,2.5,3.61,0.83,0.58,3.4,0.79,0.61,1.97,1.84,2.2,2.86,0.99,1.51,1.15,1
"599","43-2011.00","Switchboard Operators, Including Answering Service",1.99,0.2,0.09,0.1,3.88,2.56,2.99,4.63,0.28,1.07,1.52,0.35,3.63,0.01,0.21,0.4,0.75,0.08,1.39,1.61,0.42,0.82,1.45,0.32,0.14,0.79,1.23,2.05,1.51,0.45,2.21,0.82,1.32
"600","43-2021.00","Telephone Operators",1.35,0.11,0,0.04,2.59,3.49,2.03,5.55,0.14,0.85,2.48,0.5,3.9,0.11,0,0.94,1.58,0.48,1.04,1.59,0.25,0.17,0.86,0.23,0.11,0.41,0.53,1.1,1.29,0.26,2.18,0.19,1.62
"601","43-3011.00","Bill and Account Collectors",2.19,0,0.07,0.07,4.58,1.58,3.56,4.7,0.28,2.72,2.42,0.51,2.94,0,0,1.26,0.79,0.09,2.75,3.17,0.19,0.49,1.67,0.73,0.1,0.62,2.22,1.01,2.21,1.03,1.16,0.53,0.24
"602","43-3021.01","Statement Clerks",1.52,0.4,0.4,0.33,4.58,1.76,3.99,4.79,0.41,2.76,1.69,0.73,2.87,0,0.4,0.15,0.74,0,1.98,2.58,1.06,0.4,1.65,0.4,0.52,1.34,1.02,1.91,1.96,0.82,1.02,0.27,0.19
"603","43-3021.02","Billing, Cost, and Rate Clerks",2.23,0.39,0.02,0.26,4.87,1.46,3.23,3.59,0.13,2.88,1.21,0.09,3.21,0,0.03,0.23,0.57,0.15,1.32,3.28,0.57,1.55,0.9,0.23,0.11,0.4,0.93,1.05,1.35,0.32,0.5,0.53,0.57
"604","43-3031.00","Bookkeeping, Accounting, and Auditing Clerks",2.88,0.08,0.09,0.03,4.91,1.37,3.29,3.26,0.02,3.78,1.55,0.28,3.52,0.01,0.13,0.68,0.44,0.01,2,3.75,0.39,0.1,1.89,0.11,0.13,0.85,0.8,1.16,1.4,0.34,0.76,0.18,1.21
"605","43-3041.00","Gaming Cage Workers",1.86,0.2,0.3,0.24,2.32,1.59,2.78,4.84,0.57,1.86,1.76,0.61,2.93,0.18,0.36,0.45,0.41,0.42,2.34,3.29,0.57,0.21,1.48,0.75,0.28,0.99,1.73,2.17,2.17,0.94,0.87,0.52,0.68
"606","43-3051.00","Payroll and Timekeeping Clerks",3.12,0,0.17,0,5.31,1.28,3.56,2.68,0.11,3.06,1.88,0.22,2.68,0,0,0.19,0.23,0.01,1.34,3.36,0.17,0.03,3.52,0.2,0.07,0.67,1.28,0.88,0.52,0.16,0.63,0.38,0.82
"607","43-3061.00","Procurement Clerks",4.45,0.2,0.95,0.99,5.26,2.6,3.73,4.56,0.94,2.38,3.99,0.97,4.22,0.09,0.97,0.58,1.06,0.23,1.79,4.08,1.21,0.87,2.27,1.23,0.11,3.28,2.08,3.11,2.34,1.46,1.22,0.36,2.73
"608","43-3071.00","Tellers",1.75,0,0.32,0.13,3.63,1.93,3.64,5.13,0.07,2.63,2.73,0.76,3.37,0.12,0.07,1.09,0.38,0.23,2.5,3.66,0.67,0.19,1.69,0.5,0,1.73,1.73,3.09,3.41,1.39,0.8,0.92,0.62
"609","43-4011.00","Brokerage Clerks",2.23,0,0,0,3.24,2.22,3.97,4.61,0.47,2.78,2.04,0.64,4.23,0,0,1.71,0.82,0.64,2.69,3.94,0.08,0.06,2.3,0.15,0.34,1.18,1.32,1.6,3.4,0.5,1.75,0.47,1.5
"610","43-4021.00","Correspondence Clerks",2.7,0,0,0.04,5.53,2,4.18,4.89,0.1,4.12,2.57,0.12,4.6,0,0,0.37,0.33,0,0.39,4.26,0.07,2.9,3.86,0.27,0.07,0.35,3.25,2.59,2.42,0.4,1.09,3.79,0.17
"611","43-4031.01","Court Clerks",2.21,0.02,0.05,0.03,5.56,1.55,3.11,3.89,0.03,0.78,1.19,0.08,3.58,0,0,0.28,0.7,0.11,3.69,1.68,0.18,0,1.02,0.18,0.03,0.32,0.5,1.32,0.19,0.42,0.71,0.34,0.38
"612","43-4031.02","Municipal Clerks",4.39,0,0.43,0.02,6.51,2.15,4.42,5.75,0.25,4.87,2.92,0.1,5.1,0.35,0,0.46,1.46,1.82,4.54,4.39,0.37,0.26,4.35,0.52,0,0.68,2.77,2.85,1.34,1.34,0.94,1.48,0.81
"613","43-4031.03","License Clerks",2.73,0,0.17,0.05,4.9,2.25,3.4,4.73,0.41,1.89,2.49,0.55,3.55,0,0,0.9,0.53,0.31,2.89,2.67,0.44,0.06,2.16,0.43,0,2.31,1.26,1.82,0.87,0.73,1.72,0.51,1.22
"614","43-4041.01","Credit Authorizers",4.75,0.03,1.33,0.02,4.42,2.55,4.15,5.02,0.78,4.64,3.86,1.28,4.27,0.01,1.27,0.21,1.5,0.4,3.73,4.6,1.51,0.15,2.62,0.19,0.41,2.83,3.62,1.68,3.48,0.62,1.74,0.85,3.16
"615","43-4041.02","Credit Checkers",2.1,0.01,0.41,0.04,4.46,1.43,2.58,4.64,0.05,2.94,1.7,0.03,3.68,0.01,0,0.24,0.4,0.06,3.31,2.92,0.06,0,1.68,0.16,0.02,0.38,2.2,0.58,3.05,0.83,0.69,0.11,0.68
"616","43-4051.00","Customer Service Representatives",2.02,0.02,0.23,0.18,3.98,2.69,3.99,5.26,0.48,2.4,1.6,0.35,3.68,0,0.19,1.27,1.43,0.02,1.04,2.91,0.51,0.12,0.89,0.71,0.08,1.05,0.74,0.75,2.15,0.92,1.83,0.23,0.89
"617","43-4051.03","Patient Representatives",3.01,2.71,0.96,1.64,4.53,3.38,3.96,6.35,0.57,2.37,4.97,0.96,4.24,1.04,1.55,1.95,1.74,1.91,3.67,3.57,0.8,3.18,3.04,3.59,1.1,1.5,5.51,3.21,2.66,4.03,1.56,5.32,2.7
"618","43-4061.00","Eligibility Interviewers, Government Programs",2.78,0.09,0.08,0.06,5.42,1.4,3.4,5.65,0.12,1.67,2.55,0.16,2.94,0.01,0.19,1.27,0.65,0.36,3.6,3.13,0.18,0.96,1.66,0.88,0.05,0.75,3.48,1.48,1.7,2.12,1.04,2.21,0.67
"619","43-4071.00","File Clerks",2.57,1.79,1.32,1.4,4.84,3.05,3.82,3.78,1.44,2.74,2.7,2.08,3.2,1.09,1.5,1.95,1.83,1.64,2.68,3.1,1.59,1.7,1.82,2.11,1.45,2.66,2.4,2.59,1.46,1.71,2.45,1.99,2.04
"620","43-4081.00","Hotel, Motel, and Resort Desk Clerks",2.8,0.1,0.07,0.62,3.76,1.9,3.45,4.9,0.53,1.93,1.98,0.3,3.18,0.32,0.19,1.09,1.77,0.62,0.91,2.54,0.9,0.81,1.85,0.7,0.24,1.21,2.48,2.38,2.75,0.91,0.91,0.79,1.45
"621","43-4111.00","Interviewers, Except Eligibility and Loan",1.98,0.57,0.28,0.51,3.17,1.77,3.18,2.93,0.52,1.2,1.96,0.56,3.24,0.29,0.23,1.53,1.41,0.24,1.3,2.32,0.81,1.17,1.2,1.22,0.38,1.11,1.98,1.12,2.3,1.23,1.5,0.8,1
"622","43-4121.00","Library Assistants, Clerical",1.92,0.19,0.36,0.2,5.08,2.43,3.97,4.45,0.81,1.68,2.91,0.54,4.04,1.29,0,1.46,3.07,2.69,2.11,2.08,1.12,0.97,1.81,1.21,0.15,1.52,2.1,2.05,2.25,2.39,1.22,1.31,1.08
"623","43-4131.00","Loan Interviewers and Clerks",2.39,0.04,0.96,0.04,3.98,1.29,2.02,4.41,0.03,3.08,2.22,0.3,3.3,0.02,0.41,0.14,0.76,0.42,2.53,4.14,1.06,0.06,0.8,0.09,0.03,0.92,1.66,0.65,2.06,0.35,0.5,0.18,0.57
"624","43-4141.00","New Accounts Clerks",3.26,0,0,0,4.55,2.08,4.27,4.97,0.44,4.02,3.66,1.21,3.31,0,0.78,0.66,0.33,0.08,2.73,3.74,1.12,0.09,2.67,0.78,0.09,1.46,1.01,2.54,4.4,0.33,0.92,0.52,0.65
"625","43-4151.00","Order Clerks",3.06,0.19,2.35,1.86,4.48,1.99,3.46,5.76,1.55,2.27,0.81,0.18,3.23,0,0.3,0.29,0.53,0.01,0.18,3.37,1.66,0.04,1.04,0.25,1.44,2.8,0.26,2.11,3.58,0.13,1.81,0,1.05
"626","43-4161.00","Human Resources Assistants, Except Payroll and Timekeeping",3.79,0.2,0.21,0.28,5.06,2.7,3.96,5.02,0.5,2.7,3.03,0.44,4.17,0.07,0.27,1.31,0.94,0.12,3.02,2.82,0.52,0.85,4.2,1.88,0.24,1.28,2.68,2.2,1.81,2.14,1.39,1.88,0.84
"627","43-4171.00","Receptionists and Information Clerks",2.25,0.28,0.13,0.58,4.68,1.85,3.41,4.11,0.14,1.25,1.58,0.36,3.59,0.03,0,0.39,0.66,0.18,1.29,2.06,0.49,1.44,1.76,1.09,0.32,0.77,1.52,1.68,1.11,1.11,1.4,1.16,0.81
"628","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks",2.32,0.69,0,1.04,2.84,2.8,4.12,5.38,0.23,1,2.7,0.92,3.72,0.8,0.02,2.14,4.09,0.82,3.09,2.81,1.07,0.79,2.14,1.83,0.5,1.81,3.44,2.92,3.16,1.28,1.4,1.68,4.12
"629","43-5011.00","Cargo and Freight Agents",2.63,0.19,0.27,1.62,3.64,2.3,3.53,3.94,0.47,2.67,3.3,1.71,3.45,0.13,0.84,1.76,3.78,0.34,2.7,3.38,0.87,0.19,2.46,1.58,0.77,2.81,1.84,2.64,3.16,1.75,1.5,0.16,3.54
"630","43-5011.01","Freight Forwarders",3.74,0.35,0.57,0.99,4.43,2.25,3.35,5.31,0.24,2.79,2.96,0.46,3.9,0.11,0.37,1.71,4.05,0.53,3.08,4.05,0.8,0.18,2.79,0.66,0.24,3.32,1.42,3.48,3.42,0.52,2,0.56,4.82
"631","43-5021.00","Couriers and Messengers",1.21,0.19,0.04,0.35,0.87,1.82,0.59,3.16,0.05,0.24,1.01,0.17,2.38,0.02,0.43,0.1,1.55,0.18,1.5,1.77,0.49,0.61,0.56,0.49,0.3,0.97,0.95,2.06,0.13,0.16,0.8,0.09,3.13
"632","43-5031.00","Police, Fire, and Ambulance Dispatchers",2.44,0.19,0.13,0.7,4.68,3.31,4.05,6.46,0.25,0.39,3.2,0.39,3.62,0.14,0,1.36,2.86,0.2,3.73,1.68,0.77,1.19,1.99,1.87,0.21,0.2,3.82,3.86,0.12,1.85,4.09,1.98,1.51
"633","43-5032.00","Dispatchers, Except Police, Fire, and Ambulance",3.87,0.71,1.39,1.23,4.85,2.35,4.07,4.89,1.45,2.82,3.28,2.22,3.97,0.3,0.61,0.77,3.25,0.53,2.89,3.46,2.22,0.82,3.04,0.56,0.89,3.1,3.04,2.89,3.09,1.62,1.56,1.24,4.58
"634","43-5041.00","Meter Readers, Utilities",2.36,0.17,0.84,0.96,0.88,1.45,2.5,3.42,0.95,0.57,2.24,0.98,2.09,0.03,0,0.23,1.1,0.07,0.75,2.3,1.76,0.25,0.72,0.13,0.99,1.2,0.51,2.72,0.31,0.23,1.16,0.12,2.1
"635","43-5051.00","Postal Service Clerks",2.47,0.16,0.07,0.32,3.46,2.2,2.93,3.71,0.68,1.96,2.58,0.93,2.85,0.08,0.16,0.9,1.64,0.26,2.24,2.83,0.72,0.23,1.71,0.38,0.35,2.18,1.52,2.83,3.1,0.65,1.3,0.35,2.68
"636","43-5052.00","Postal Service Mail Carriers",0.79,0.1,0,0.36,0.63,1.01,0.51,3.63,0.15,0.07,2.21,0.2,2.59,0.09,0,0.48,0.8,0.1,1.46,0.83,0.17,0.4,0.63,0.77,0.28,1.03,1.09,2.72,1.62,0.77,0.43,0.54,2.47
"637","43-5053.00","Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.8,0,0,0.24,2.15,0.42,2.29,2.46,0.02,0.26,2.09,0.06,2.02,0,0,0.37,1.36,0.02,0.69,1.52,0.84,0.54,0.63,0,0.36,1.5,1.58,2.18,0.24,0.75,0.3,0.08,1.05
"638","43-5061.00","Production, Planning, and Expediting Clerks",4.12,0.3,1.27,1.34,3.86,1.51,3.18,3.9,2.18,2.11,3.77,2.25,3.43,0.13,0.73,0.93,0.79,0.25,1.32,4.11,2.66,0.44,2.41,0.8,1.32,4.48,2.16,1.95,1.94,0.99,0.66,0.5,1.56
"639","43-5071.00","Shipping, Receiving, and Traffic Clerks",2.87,0.05,0.84,0.64,3.37,0.98,2.78,2.89,0.3,0.88,1.88,0.74,2.69,0,0.15,0.3,1.24,0.02,1.17,2.59,1.3,0.58,0.79,0.12,0.44,3.16,0.97,1.7,1.22,0.69,0.87,0.22,2.29
"640","43-5081.01","Stock Clerks, Sales Floor",1.63,0.06,0.29,0.82,1.29,0.49,1.03,2.73,0.05,0.89,1.34,0.25,1.8,0.01,0.66,0.15,0.27,0,0.58,1.66,1,0.44,0.61,0.15,0.32,0.8,0.55,1.63,2.15,0.18,0.35,0.31,0.85
"641","43-5081.02","Marking Clerks",2.05,0,0.01,0.01,2.55,0.98,1.63,1.83,1.12,1.29,3.2,0.67,2.26,0.01,0.29,0.79,0.51,0.05,0.43,3.43,1.43,0.03,1.87,0.4,0.19,2.87,1.05,1.14,2.53,1.43,0.49,0.83,1.32
"642","43-5081.03","Stock Clerks- Stockroom, Warehouse, or Storage Yard",1.48,0.04,0.71,0.46,1.56,0.83,2,2.37,0.43,0.44,1.23,0.76,2.98,0.13,0.06,0.52,0.39,0.05,0.65,1.66,1.27,0.12,0.64,0.17,0.58,2.48,0.65,0.89,0.44,0.27,0.63,0.2,1.49
"643","43-5081.04","Order Fillers, Wholesale and Retail Sales",2.59,0,0.19,1.03,2.8,1.83,2.8,2.66,1.2,1.03,2.24,1.22,2.83,0.5,0.05,0.67,1.19,0.05,0.81,2.77,2.14,0.81,0.58,0.62,0.47,2.29,1.2,1.58,2.25,0.43,0.98,1.07,1.71
"644","43-5111.00","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.26,0.02,0.13,0.82,3.43,1.46,2.33,3.58,0.19,0.76,2.87,0.89,2.86,0.17,1.14,0.88,1.1,0.23,1.37,2.5,0.67,0.29,1.41,0.34,0.19,2.43,1.06,1.95,1.18,0.33,0.84,0.05,1.53
"645","43-6011.00","Executive Secretaries and Executive Administrative Assistants",2.96,0.17,0.26,0.11,6.14,1.6,2.86,3.72,0.5,1.91,1.74,0.32,3.54,0.04,0.02,0.56,1.5,0.47,1.51,2.77,0.4,0.51,2.46,1.28,0.12,0.69,1.71,1.39,1.29,1.1,0.93,0.85,1.52
"646","43-6012.00","Legal Secretaries",3.1,0.21,0.36,0.42,6.17,1.46,4.12,3.97,0.45,1.56,1.43,0.48,4.5,0.07,0.19,0.82,0.93,0.25,4,2.36,0.65,0.91,1.31,0.27,0.07,0.51,1.15,1.06,0.75,0.49,1.09,0.58,1
"647","43-6013.00","Medical Secretaries",2.93,0.38,0,0.23,5.53,2.24,3.9,5.07,0.25,1.91,3.26,0.7,3.73,0.3,0,1.58,0.72,0.19,1.23,2.46,0.42,2.8,2.32,1.7,0.01,1.37,2.83,2.23,1.66,1.85,1.95,1.63,0.84
"648","43-6014.00","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.06,0.21,0.08,0.44,5.99,2.3,4.1,4.18,0.83,2.21,2.49,0.6,3.85,0.22,0.44,0.78,1.69,0.4,1.87,2.79,0.76,0.93,2.29,1.34,0.06,1.71,1.77,1.93,1.39,1.05,1.06,1.17,1.65
"649","43-9011.00","Computer Operators",2.43,0.04,0.47,0.45,4.46,2.22,5.15,4.34,2.2,1.11,3.13,1.85,3.86,0.04,0,0.13,1,0.27,1.76,2.74,2.03,0.44,1.05,0.64,0.26,2.24,1.83,2.4,1.16,0.48,2.34,0.49,1.55
"650","43-9021.00","Data Entry Keyers",2.86,0,0,0.29,5.63,1.43,4.06,4.49,0.65,2.72,2.33,0.19,3.45,0,0,0.14,0.28,0.04,2.2,3.16,0.76,0.41,2.19,0.77,0.32,1.16,1.06,1.71,1.98,0.31,0.68,0.56,1.96
"651","43-9022.00","Word Processors and Typists",2.27,0.02,0.21,0.14,6.23,1.88,3.71,4.1,0.13,1.89,1.84,0.27,3.81,0,0.24,0.7,0.75,0.54,1.98,2.28,0.32,0.17,1.46,0.92,0.2,1.42,2.07,1.18,2.18,0.75,0.64,1.51,1.49
"652","43-9031.00","Desktop Publishers",3.59,0.73,0.73,0.77,3.71,3.72,4.8,3.93,4.34,0.97,2.89,2.28,4.2,3.02,0,1.67,2.79,1.11,1.74,2.87,1.4,0.87,2.48,2.19,1.28,4.59,2.36,1.72,3.3,2.11,1.84,0.91,1.25
"653","43-9041.01","Insurance Claims Clerks",2.72,0.92,0.32,0.04,5.18,2.45,3.53,5.3,0.01,2.13,2.31,0.33,3.84,0,0,0.69,1.07,0.03,2.13,3.04,0.61,1.32,1.49,0.99,0.43,1.49,1.82,1.1,0.49,1.12,1.17,1.13,0.86
