,Id2,Id,Url,Category,Description,Green Occupational Category
577,41-2021.00,Counter and Rental Clerks,http://www.bls.gov/soc/2010/soc412021.htm,41,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute costs, and accept payment.",
578,41-2022.00,Parts Salespersons,http://www.bls.gov/soc/2010/soc412022.htm,41,Sell spare and replacement parts and equipment in repair shop or parts store.,
579,41-2031.00,Retail Salespersons,http://www.bls.gov/soc/2010/soc412031.htm,41,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers.",
580,41-3011.00,Advertising Sales Agents,http://www.bls.gov/soc/2010/soc413011.htm,41,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or the Internet. Includes individuals who obtain leases for outdoor advertising sites or persuade retailers to use sales promotion display items.",
581,41-3021.00,Insurance Sales Agents,http://www.bls.gov/soc/2010/soc413021.htm,41,"Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company.",
582,41-3031.01,"Sales Agents, Securities and Commodities",http://www.bls.gov/soc/2010/soc413031.htm,41,"Buy and sell securities in investment and trading firms and develop and implement financial plans for individuals, businesses, and organizations.",
583,41-3031.02,"Sales Agents, Financial Services",http://www.bls.gov/soc/2010/soc413031.htm,41,"Sell financial services, such as loan, tax, and securities counseling to customers of financial institutions and business establishments.",
584,41-3031.03,Securities and Commodities Traders,http://www.bls.gov/soc/2010/soc413031.htm,41,"Buy and sell securities and commodities to transfer debt, capital, or risk. Establish and negotiate unit prices and terms of sale.",Green New & Emerging
585,41-3041.00,Travel Agents,http://www.bls.gov/soc/2010/soc413041.htm,41,"Plan and sell transportation and accommodations for travel agency customers. Determine destination, modes of transportation, travel dates, costs, and accommodations required. May also describe, plan, and arrange itineraries and sell tour packages. May assist in resolving clients' travel problems.",
586,41-3099.01,Energy Brokers,http://www.bls.gov/soc/2010/soc413099.htm,41,Buy or sell energy products on the behalf of residential or commercial customers or utilities. Negotiate and oversee contracts for energy sales.,Green New & Emerging
587,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",http://www.bls.gov/soc/2010/soc414011.htm,41,"Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of post-secondary education.",Green Enhanced Skills
588,41-4011.07,Solar Sales Representatives and Assessors,http://www.bls.gov/soc/2010/soc414011.htm,41,"Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs.",Green New & Emerging
589,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",http://www.bls.gov/soc/2010/soc414012.htm,41,Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.,
590,41-9011.00,Demonstrators and Product Promoters,http://www.bls.gov/soc/2010/soc419011.htm,41,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.,
591,41-9012.00,Models,http://www.bls.gov/soc/2010/soc419012.htm,41,"Model garments or other apparel and accessories for prospective buyers at fashion shows, private showings, or retail establishments. May pose for photos to be used in magazines or advertisements. May pose as subject for paintings, sculptures, and other types of artistic expression.",
592,41-9021.00,Real Estate Brokers,http://www.bls.gov/soc/2010/soc419021.htm,41,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans.",
593,41-9022.00,Real Estate Sales Agents,http://www.bls.gov/soc/2010/soc419022.htm,41,"Rent, buy, or sell property for clients. Perform duties, such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer.",
594,41-9031.00,Sales Engineers,http://www.bls.gov/soc/2010/soc419031.htm,41,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering.",
595,41-9041.00,Telemarketers,http://www.bls.gov/soc/2010/soc419041.htm,41,Solicit donations or orders for goods or services over the telephone.,
596,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",http://www.bls.gov/soc/2010/soc419091.htm,41,Sell goods or services door-to-door or on the street.,
597,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,http://www.bls.gov/soc/2010/soc431011.htm,43,Directly supervise and coordinate the activities of clerical and administrative support workers.,
598,43-2011.00,"Switchboard Operators, Including Answering Service",http://www.bls.gov/soc/2010/soc432011.htm,43,"Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages.",
599,43-2021.00,Telephone Operators,http://www.bls.gov/soc/2010/soc432021.htm,43,"Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls.",
600,43-3011.00,Bill and Account Collectors,http://www.bls.gov/soc/2010/soc433011.htm,43,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account; preparing statements to credit department if customer fails to respond; initiating repossession proceedings or service disconnection; and keeping records of collection and status of accounts.",
601,43-3021.01,Statement Clerks,http://www.bls.gov/soc/2010/soc433021.htm,43,"Prepare and distribute bank statements to customers, answer inquiries, and reconcile discrepancies in records and accounts.",
602,43-3021.02,"Billing, Cost, and Rate Clerks",http://www.bls.gov/soc/2010/soc433021.htm,43,"Compile data, compute fees and charges, and prepare invoices for billing purposes. Duties include computing costs and calculating rates for goods, services, and shipment of goods; posting data; and keeping other relevant records. May involve use of computer or typewriter, calculator, and adding and bookkeeping machines.",
603,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",http://www.bls.gov/soc/2010/soc433031.htm,43,"Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers.",
604,43-3041.00,Gaming Cage Workers,http://www.bls.gov/soc/2010/soc433041.htm,43,"In a gaming establishment, conduct financial transactions for patrons. May reconcile daily summaries of transactions to balance books. May accept patron's credit application and verify credit references to provide check-cashing authorization or to establish house credit accounts. May sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons. May convert gaming chips, tokens, or tickets to currency upon patron's request. May use a cash register or computer to record transaction.",
605,43-3051.00,Payroll and Timekeeping Clerks,http://www.bls.gov/soc/2010/soc433051.htm,43,"Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks.",
606,43-3061.00,Procurement Clerks,http://www.bls.gov/soc/2010/soc433061.htm,43,Compile information and records to draw up purchase orders for procurement of materials and services.,
