"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"560","39-5091.00","Makeup Artists, Theatrical and Performance",3,3.25,2.88,3.12,3.12,1,1.88,1,2.62,3.25,2.62,2.75,2.75,2.75,2.5,3,2.75,1.12,2.12,2.88,2.88,1,2.25,3,1,1.5,2.62,3,3.38,2.5,2.38,1.62,3.12,1.75,2.88,"Importance"
"561","39-5092.00","Manicurists and Pedicurists",2.75,3,2.25,2.75,2.5,1,1.5,1,2.12,2.38,2.12,1.38,1.5,2,1.88,2.62,2.5,1.12,1.5,1.5,2.62,1,1.75,2.75,1,1,3,3,3,2,2,1.75,2.75,1.38,2.12,"Importance"
"562","39-5093.00","Shampooers",2.25,3.12,2.12,2.75,2.5,1,1.38,1,2.12,2.5,2,1.38,1.38,2,1.62,2.75,2.25,1.25,2.12,1.12,2.38,1,1.5,2.5,1,1,3,2.75,3.25,1.5,1.5,1.38,2.5,1.38,2.38,"Importance"
"563","39-5094.00","Skincare Specialists",3.12,3.5,2.75,3,3,1,1.75,1,2.75,2.88,2.88,1.12,1.38,2,1.5,3,2.5,1.75,2,2,2.62,1,1.88,3.12,1,1.38,3.5,3,3.62,2,2,1.38,2.88,1.38,2.38,"Importance"
"564","39-6011.00","Baggage Porters and Bellhops",2.38,3.62,2.75,3.12,3,1,1,1,2.38,2.88,2.25,1.75,1.75,2.25,2,3.12,2.38,2.38,2.38,1.12,2.25,1.38,1.88,2.5,1,1,3.75,3.38,3.62,1.88,1.88,1.12,2.5,1.88,2.5,"Importance"
"565","39-6012.00","Concierges",2.88,4,3.12,3.75,3.38,1,1,1,2.25,3,2.25,1.75,1.88,2.62,2.12,3,2.62,1.62,1.75,1.38,2.75,1.5,1.5,3.12,1,1,4.12,4,4,2.25,2.12,1.5,3,1,2.88,"Importance"
"566","39-7011.00","Tour Guides and Escorts",2.38,3.38,2.38,3,2.88,1,1.12,1,2.5,2.88,2.38,1,1.5,2,1.88,2.75,1.88,1.38,1.5,1.62,2.62,1.38,1.25,3,1,1,3.12,3.38,4,2,2,1.5,2.62,1,2.38,"Importance"
"567","39-7012.00","Travel Guides",2.88,3.88,3.12,3.62,3.25,1,1.5,1,2.88,3.12,2.88,2.5,2.5,2.75,2.75,2.88,3.12,2.12,2.25,2,3.5,1.62,1.62,3.25,1,1.25,3.75,3.5,3.88,2.75,2.5,1.62,3.12,1,3.12,"Importance"
"568","39-9011.00","Childcare Workers",3,3.25,3,3.25,3.38,1,1,1,3,3.25,2.88,1,1.25,2.38,2.38,3.5,2.88,1,2.12,1,3,1,2.25,3.12,1,1.12,3.5,3.38,3.5,2.38,2.38,1.75,3.12,2,3.12,"Importance"
"569","39-9011.01","Nannies",3.12,4,3.88,3.62,3.75,1,1.25,1,3.5,4,3.5,1.88,2.12,2.5,1.62,4,3.25,2.12,2.12,2.38,3.62,1,2.38,3.25,1,2,3.75,4.12,4.12,2.62,3,1.38,3.75,1.5,3.12,"Importance"
"570","39-9021.00","Personal Care Aides",2.75,3.5,2.75,3,3,1,1,1,3,3,2.75,1.38,1.62,1.88,1.88,3.12,2,1.75,2.25,1,2.25,1,2,2.88,1,1.75,3.88,3.62,3.25,2,2,1.38,3,1.75,2.88,"Importance"
"571","39-9031.00","Fitness Trainers and Aerobics Instructors",2.88,3.25,2.75,3.12,3,1.88,1.75,1,4,3,2.88,1.12,1.75,2.75,1.62,3.25,1.88,1.75,2,2.75,2.88,1,2.12,2.88,1.12,1.75,3.75,3.38,3.38,2.12,2.25,1.88,3,2,2.88,"Importance"
"572","39-9032.00","Recreation Workers",2.75,4,3.12,3.88,3.25,1,1.25,1,3.5,3.38,2.88,2,2.62,3.25,2.12,3.62,2.88,1.88,2,2.38,2.75,1.38,1.88,3.25,1,1.62,3.88,3.88,3.88,2.75,2.62,1.5,3.5,1.88,3,"Importance"
"573","39-9041.00","Residential Advisors",3.12,4,3.12,3.88,3.88,1,1,1,3,3.25,2.88,2,2.12,3,2,4,3.75,1.62,2,2.25,3.5,1.12,1.62,3.12,1,1.75,3.5,4,4,3,2.88,1.75,3.75,1.62,3,"Importance"
"574","41-1011.00","First-Line Supervisors of Retail Sales Workers",2.88,3.62,3.12,3.5,3.5,1,1,1,3.12,3.12,2.88,2.75,2.75,3.38,3,3.5,3.12,2,2.25,2.5,3.12,1.62,2.5,3,1,1.12,3.5,3.38,3.5,3,2.75,1.5,3.25,1.75,3,"Importance"
"575","41-1012.00","First-Line Supervisors of Non-Retail Sales Workers",3.5,4,3.62,3.75,3.88,1,1,1,3.38,4,3.38,3,2.75,4,3.12,4,3.5,1.38,1.62,2.38,3.75,1.5,2,3.88,1,1.12,3.38,3.88,4,3.12,3.25,1.62,3.88,1,3.62,"Importance"
"576","41-2011.00","Cashiers",2.38,3.38,2.12,2.62,2.88,1,1,1,2.5,2.75,2.12,1.12,1.12,2.38,3.12,2.75,2.5,1.88,1.88,1,2.5,1.38,1,2.62,1,1,3.25,3,3.25,2.12,2.25,1,2.75,1,2.38,"Importance"
"577","41-2012.00","Gaming Change Persons and Booth Cashiers",2.25,3.25,2.75,2.75,2.88,1.25,1.25,1,2.25,2.88,2.12,2.12,1.88,2,3.25,3,2.5,1.88,2,1,2.62,1.38,2,3,1.62,1,3.12,3.12,3.25,1.88,1.75,1.12,2.25,1.88,2.88,"Importance"
"578","41-2021.00","Counter and Rental Clerks",2.5,3.62,2.62,3.12,3.12,1,1.12,1,2.62,2.75,2.38,2,2.12,2.38,2.38,3,2.75,2.12,2.38,1,2.75,1.25,1.25,3.25,1,1,3.38,3.25,3.38,2,2,1.5,2.62,1,2.75,"Importance"
"579","41-2022.00","Parts Salespersons",2.88,4,3,3,3.25,2,2.25,1.12,2.88,3,2.25,1.62,2,2.25,2.5,3.12,3,2,2.38,1.38,3.62,1.5,2.25,3.88,2.12,1,3.88,3.5,4,2.25,2,1.62,3,2.12,3.12,"Importance"
"580","41-2031.00","Retail Salespersons",2.88,3.75,2.88,3.25,3.12,1,1.12,1,2.75,2.75,2.5,1.88,1.75,2.5,2.5,3,3.5,1.75,1.75,1.62,3.75,1.25,1.75,3.38,1,1.12,3.62,3.5,3.75,2,2,1.75,3,1.62,2.88,"Importance"
"581","41-3011.00","Advertising Sales Agents",2.88,3.75,2.62,3.25,3.25,1,1.12,1,2.38,3,2.5,2.12,2,2.38,2.88,3,3.5,2.12,2.38,2.25,3.88,1.62,1.62,3.25,1,1.25,3.62,4,3.75,2.62,2.38,1.75,3.38,1,3.25,"Importance"
"582","41-3021.00","Insurance Sales Agents",3.25,4.12,3.25,3.12,3.62,1,1,1,2.75,3.38,2.5,1.12,1.12,2.38,2.62,3.12,3.38,1.88,2,2.12,3.62,1.62,1.12,4,1,1.25,3.62,3.38,3.75,2.62,2.62,1.5,3.62,1,3.75,"Importance"
"583","41-3031.01","Sales Agents, Securities and Commodities",3.62,4.12,3.5,3.12,4,1,1,1,2.62,3.88,2.75,2.25,1.75,2.38,3.12,3.12,3.12,1,1.5,2,4,1.75,1.25,4,1,1.5,3.38,3.38,4,3.38,3.12,1.62,3.38,1,3.62,"Importance"
"584","41-3031.02","Sales Agents, Financial Services",3.12,4,3.12,2.88,4,1,1,1,3,3.25,2.88,2.12,1.75,2.5,3,3,3.12,1,1.75,2.25,4.12,1.62,1.38,3.88,1,1.25,3.25,3.75,4,3,2.88,1.5,3,1,3,"Importance"
"585","41-3031.03","Securities and Commodities Traders",3.12,3.75,3.12,2.88,3.75,1,1,1,2.5,3.62,2.38,2.38,1.75,2.62,3.5,3.5,3.5,1.25,1.75,1.5,3.25,1.88,1.5,3.75,1,1.12,3,3.25,3.75,2.75,2.75,1.62,2.88,1,3.25,"Importance"
"586","41-3041.00","Travel Agents",3.38,4.5,3.25,3.5,3.25,1,1.12,1,2.5,3.5,2.38,2.12,1.62,2.38,3.25,3.25,3,1.5,1.5,2.12,3.62,1.62,1,3.88,1,1.12,4,3.88,4.38,2.38,2.38,1.38,3.25,1,3.12,"Importance"
"587","41-3099.01","Energy Brokers",3,3.75,3,3.12,4,1,1,1,2.62,3.5,2.5,2.75,2.25,2.38,3.75,3,3.25,1,1.62,1.38,3.25,2,1.38,3.88,1,1.38,2.75,3.12,3.75,3,2.88,1.38,3,1,3.38,"Importance"
"588","41-4011.00","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.5,4.12,3.38,3.62,3.38,1,1.62,1,2.88,3.12,2.75,2.62,2.5,2.62,2.88,3.12,4,2,1.88,2.12,4.25,2,1.88,3.75,1,1.5,3.75,3.88,4.25,2.88,2.12,2,3.12,1,3.38,"Importance"
"589","41-4011.07","Solar Sales Representatives and Assessors",3.12,3.88,3.25,3.12,3.5,1,1.25,1.12,2.75,3.12,2.5,2.12,1.88,2.38,2.75,3.12,3.38,1.75,1.75,2,3.5,1.62,2,3.5,1,1.38,3.62,3.5,4,2.75,2.62,1.88,3,1.62,3.25,"Importance"
"590","41-4012.00","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.12,4,2.88,3.12,3.62,1,1,1,2.75,3.12,2.38,1.75,1.75,2.25,2.12,3,3.62,1.88,1.62,2,3.88,1.5,1.25,3.38,1,1.25,3.25,3.75,4,2.25,2.12,1.62,2.75,1,2.88,"Importance"
"591","41-9011.00","Demonstrators and Product Promoters",2.75,3.75,2.62,3.12,3.25,1,1.25,1,2.38,2.62,2.5,1.12,1.25,2,2.12,3.25,2.38,1.25,2.12,2.38,3.5,1.5,2.25,3.25,1,1.12,3.12,3.12,3.75,2.12,1.88,1.62,3,2.12,2.62,"Importance"
"592","41-9012.00","Models",2.12,2.88,2.12,2.5,2.62,1,1.12,1,1.12,2.38,1.12,1.12,1.25,1.62,1.25,2.25,2.25,1,1,1.5,2.12,1,1.25,2.62,1,1,2,3,2.75,1.88,1.12,1.62,2.88,1,2.38,"Importance"
"593","41-9021.00","Real Estate Brokers",3.62,3.88,3,3.12,3.88,1,1,1,2.5,3.38,2.5,2.12,1.75,2.62,2.88,3.12,3.62,1.75,1.75,1.62,3.5,1.5,2.62,3.88,1,1.12,3.25,3.38,4,2.38,2.25,1.38,3,1.62,3.38,"Importance"
"594","41-9022.00","Real Estate Sales Agents",3.25,3.88,3,3.75,3.5,1,1,1,2.75,3.25,2.5,2.12,2,2.62,2.88,2.88,3.88,2,2.12,2.12,3.88,1.38,2.25,3.38,1,1.25,3.5,3.75,3.88,2.62,2.75,1.38,3.5,1.75,3.25,"Importance"
"595","41-9031.00","Sales Engineers",3.62,3.88,3.62,3.5,4,1,1.62,1,3.38,3.75,3,2.25,2.38,2.88,3,3,3.75,1.88,2.12,2.62,4.25,2.12,2.25,4,1,2.25,3.62,4,4,3.62,3.62,2.75,3.62,2.12,3.75,"Importance"
"596","41-9041.00","Telemarketers",1.88,4,2.25,2.5,2.88,1,1,1,1.62,2.25,1.38,1,1,1.38,1.5,2.5,2.75,1,1,1.75,4.12,1.12,1.12,3.12,1,1.12,3.5,3.5,4.25,1.25,1.38,1.12,2.12,1,2.38,"Importance"
"597","41-9091.00","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2.5,3.5,2.75,3.25,3.12,1,1,1,2.25,3,2.38,2,2.12,2.25,1.25,2.88,3.12,1,1,2,3.88,1.5,1.12,3.12,1,1,3.62,3.75,4,2.12,2.12,1.62,2.75,1,3.12,"Importance"
"598","43-1011.00","First-Line Supervisors of Office and Administrative Support Workers",3.75,4,3.38,4,3.88,1,1,1,3.75,3.75,3.62,2.5,2.75,3.75,2.75,4,3.62,1.12,2.25,2.38,3.62,1.88,2.88,4,1,1,3.62,4,4,3,3.12,1.5,3.75,2,3.75,"Importance"
"599","43-2011.00","Switchboard Operators, Including Answering Service",2.62,3.88,2.62,2.88,2.88,1,1,1,2,2.88,2.12,1.12,1.12,1.75,1.75,2.88,2,1.62,2.12,1.5,2.25,1.5,2.25,3,1,1,3,3.5,4,2.12,1.88,1,2.5,1.62,3,"Importance"
"600","43-2021.00","Telephone Operators",2.38,4,2.75,2.62,3,1,1,1,2.12,2.38,2.12,1.5,1.5,2,1.88,2.62,2.25,1.12,1.75,1.5,2.38,1.62,1.12,3,1,1,3.75,3.25,4,2,1.88,1.5,2.5,1,2.38,"Importance"
"601","43-3011.00","Bill and Account Collectors",2.75,4,3,3.25,3.38,1,1,1,2.25,3.12,2.25,1.25,1,2.38,2.75,3,3.38,1,1.75,1.38,3.5,1.38,1,3.38,1,1.12,3,3.62,4,2.38,2,1.38,3,1,3.25,"Importance"
"602","43-3021.01","Statement Clerks",2.75,3.25,2.88,2.62,3.12,1.12,1,1,2,2.75,2,1.12,1,2,2.5,2.88,2.12,1.75,2.12,1,2.12,2,1.25,3.25,1.38,1,3,2.88,3.12,2,2,1.38,2.88,1.38,2.62,"Importance"
"603","43-3021.02","Billing, Cost, and Rate Clerks",2.88,3.75,2.75,3,3.12,1,1,1,2,2.75,2.25,1.12,1,2.12,2.88,3,2.62,1,1.38,1.12,2.75,2,2,3.38,1,1,3,3,3.62,2.12,2,1,3,1,2.88,"Importance"
"604","43-3031.00","Bookkeeping, Accounting, and Auditing Clerks",2.88,3.38,2.75,2.88,3.25,1,1.12,1,2.38,2.75,2.38,2.12,1.75,2.5,3.25,3.25,2.5,1,1.75,1.5,2.62,1.38,1.12,3.38,1,1.12,2.75,3.12,3.38,2.38,2.12,1.38,3.25,1,3.25,"Importance"
"605","43-3041.00","Gaming Cage Workers",2.25,3.38,2.25,2.88,3,1,1,1,2.62,3,2.12,1.5,1.12,2,3.5,3,2.5,1.62,1.88,1.12,2.5,1.25,2,3,1,1,3.12,3.12,3.75,2,2,1,3,1,3,"Importance"
"606","43-3051.00","Payroll and Timekeeping Clerks",2.88,3.62,2.75,2.88,3,1,1,1,2.5,2.88,2.38,1.38,1.12,2.5,2.75,3.12,2.5,1,1.5,1.25,2.5,1.5,1,3.62,1,1.12,2.75,3,3.38,2.38,2,1,3.25,1,3.12,"Importance"
"607","43-3061.00","Procurement Clerks",3.25,3.75,3.62,3,3.62,1,1,1,2.38,3.5,2.25,2.25,2.25,2.5,2.88,3.5,2.88,1.12,1.38,1.88,2.88,1.38,1.75,4,1,1,3,3.5,4,2.25,2.12,1.38,3.25,1.12,3.75,"Importance"
"608","43-3071.00","Tellers",2.62,3.5,2.88,2.75,3.25,1,1,1,2.75,3,2.38,1.12,1.12,2.25,3.25,3.12,2.38,1.75,2,1.25,2.5,1.25,1.5,3.25,1,1.12,3.25,3.12,3.38,2.12,2.12,1,2.75,1,3,"Importance"
"609","43-4011.00","Brokerage Clerks",3,3.88,2.88,2.88,3.38,1,1,1,2.5,3,2.62,2,1.88,2.62,3,3.12,2.88,1.12,1.88,1.75,2.5,2,1.12,3.75,1,1,3,3,3.88,2.88,2.5,1,3.5,1,3.12,"Importance"
"610","43-4021.00","Correspondence Clerks",2.88,3.62,3.25,3.25,3.75,1,1.12,1.12,2.25,3.75,2.25,1.38,1,2.62,2.5,2.88,2.88,1.12,1,1.62,2.75,1.75,1.62,3.88,1,1.38,3.25,3.5,3.62,2.38,2.5,1.38,3.5,1,4,"Importance"
"611","43-4031.01","Court Clerks",2.75,4,3,3.25,3.25,1,1,1,2.38,2.75,2,1,1.38,2,2.12,3.25,2.88,1.25,1.88,1.25,2.75,1.25,1.62,3.75,1,1,3,3.12,3.88,2.12,2.12,1,3.5,1,3.75,"Importance"
"612","43-4031.02","Municipal Clerks",3,3.88,2.75,3.25,3.12,1,1.12,1,2.12,3,2,2.62,1.88,2.12,2.62,3,2.12,1.38,1.5,1.5,2.38,1.38,1.75,4,1,1.12,2.88,3,3.88,2.12,2,1.62,2.88,1,3.75,"Importance"
"613","43-4031.03","License Clerks",3,3.25,2.88,3,3,1,1,1,2.75,3,2.5,1.62,1.75,2.12,2.38,3,2.38,2,2,2.25,2.25,1.25,1.88,3,1.12,2.25,2.88,3,3.12,1.88,2,1.25,3,1.75,3,"Importance"
"614","43-4041.01","Credit Authorizers",3.12,4.12,3.38,3.12,3.62,1,1,1,2.62,3.62,2.62,1.88,1.62,2.75,2.5,3,3.12,1,1,1,2.88,1.25,1,3.75,1,1,2.75,3.5,4,2.38,2.38,1,3.5,1,3.62,"Importance"
"615","43-4041.02","Credit Checkers",3.12,4.12,2.75,3,3.5,1,1,1,2,3.12,2.12,1,1,2.12,2,3.12,2.75,1,1.12,1,2.5,1.12,1,3.5,1,1.25,2.5,3.12,3.75,2.12,2.25,1,2.88,1,3.25,"Importance"
"616","43-4051.00","Customer Service Representatives",3,3.88,2.88,2.88,3.12,1,1,1,2.5,2.88,2.62,1.12,1.12,2.12,2,3,2.88,1,1.88,1.62,3.12,1.5,1.38,3.38,1,1,3.75,3,3.88,2.25,2.12,1.5,3,1,2.75,"Importance"
"617","43-4051.03","Patient Representatives",3.38,4.38,3.25,3.62,3.75,1,1,1,3.25,3.38,3.12,2,1.88,2.88,2.12,3.38,3.38,1,1.88,1.25,3.62,1.75,1.25,3.62,1,1.75,4,4,3.88,2.75,2.75,1.62,3.5,1,3.38,"Importance"
"618","43-4061.00","Eligibility Interviewers, Government Programs",2.88,4.38,3.38,3.12,3.75,1,1,1,2.38,3.12,2.5,1.5,1.38,2.62,2.12,2.88,3.12,1,1.25,1.25,3,1.25,1.12,3.88,1,1.62,3.62,3.75,4.5,2.38,2,1,3.12,1,3.62,"Importance"
"619","43-4071.00","File Clerks",2.75,3.12,2.62,2.75,3,1,1.12,1,2,2.75,2.12,1.5,2,2.12,2,3,2.38,1.88,1.5,1.88,2.25,1.5,2,3.75,1,1,3,3,3,2.12,2.12,1.5,3,1.25,3,"Importance"
"620","43-4081.00","Hotel, Motel, and Resort Desk Clerks",2.75,3.38,2.75,3.25,2.88,1,1,1,2.62,2.88,2.5,1.38,1.25,2.62,2.75,2.88,2.62,1.25,1.88,1.38,2.88,1.62,1.5,3,1,1,3.5,3.62,3.5,2.25,2.38,1.62,2.75,1,2.88,"Importance"
"621","43-4111.00","Interviewers, Except Eligibility and Loan",2.62,3.88,2.88,2.75,3.12,1,1,1,2.62,2.5,2.5,1.12,1.12,2.5,2,2.75,2.75,1.12,1.75,2,2.88,1.75,1.38,3.25,1.12,1,3.12,3.12,3.88,2.38,2,1,2.75,1.25,2.88,"Importance"
"622","43-4121.00","Library Assistants, Clerical",2.38,3.38,2.5,3.25,3,1.62,1.25,1,2.75,2.88,2.5,1.75,2.38,2.38,2.38,2.88,2.12,1.25,1.5,1.12,2.38,1.38,1.75,3.38,1,1.12,3.5,3.12,3.25,2.12,1.75,1.38,2.88,1.5,2.88,"Importance"
"623","43-4131.00","Loan Interviewers and Clerks",3.5,4.25,3.5,3.12,3.62,1,1.12,1,2.62,3.5,2.75,1.5,1,2.25,3.12,3,2.88,1.25,2,2.12,3.12,2,1.5,3.75,1,1.25,3.25,3.62,4.25,2.62,2.5,1.5,3.5,1,3.62,"Importance"
"624","43-4141.00","New Accounts Clerks",2.75,4,2.75,3,3.38,1,1,1,2.88,3,2.75,1.25,1,2.5,3,3.12,2.75,1.25,1.75,1.38,3,1.62,1.5,3.5,1,1,3.5,3.38,4,2.5,2.12,1.5,2.88,1,3.12,"Importance"
"625","43-4151.00","Order Clerks",3,4.38,2.88,3.38,3.38,1,1.38,1,2.12,3,2.25,1.5,2.12,1.75,3,3.38,3.12,1.38,2.12,2.25,3.38,1.38,2.25,3.75,1,1.12,3.5,3.5,3.88,2.25,2.25,1,2.88,1,3.38,"Importance"
"626","43-4161.00","Human Resources Assistants, Except Payroll and Timekeeping",2.5,3.75,3,3,3.25,1,1,1,2.25,2.75,2.25,1.12,1.12,2.5,2.25,3.12,2.75,1.25,2,2.12,2.75,1.5,1.12,4,1,1.25,3.12,3.12,3.62,2.25,2.25,1.5,3.12,1,3.38,"Importance"
"627","43-4171.00","Receptionists and Information Clerks",3,3.62,2.5,3.12,3.25,1,1,1,2.75,2.38,2.38,1.75,1.5,2.25,2.12,2.75,2.38,1,1.38,1.12,2.5,1.38,1.75,3.25,1,1,3.5,3.12,3.62,2.38,2.25,1.38,2.88,1.38,3.25,"Importance"
"628","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks",3,4,3,3.12,3.38,1,1,1,2.88,3.12,2.62,1.38,1.38,2.25,2.62,3,2.88,1.5,2.12,1.75,3.25,1.88,1.88,3.5,1,1,4,3.62,4,2.75,2.38,1.5,3.12,1.38,3.12,"Importance"
"629","43-5011.00","Cargo and Freight Agents",2.88,3.62,3.12,3,3.25,1,1,1,2.5,2.88,2.12,1.38,1.88,2.25,2.25,3.25,3,1,1.75,1.88,2.75,1.25,2.12,3.12,1,1,3.25,3,3.88,2.38,2.25,1.25,3.12,1.62,3,"Importance"
"630","43-5011.01","Freight Forwarders",3.12,3.25,3.12,3.5,3.25,1,1,1,2.75,3.12,2.62,2.5,2.38,2.62,3,3.5,3.12,1,2,1.62,3,1.5,1.25,3.5,1,1,3.38,3.12,3.38,3,3,1.5,3.38,1,3.38,"Importance"
"631","43-5021.00","Couriers and Messengers",2.75,3.38,2.88,2.88,3.12,1.75,1.12,1,2.12,2.88,2.12,1.75,1.75,2.25,2.5,3,2.75,2.75,2.88,1.75,2.75,1,2.25,3,1.12,1.12,3,3,3.38,2.25,2.25,1.62,3,2.12,3,"Importance"
"632","43-5031.00","Police, Fire, and Ambulance Dispatchers",3.25,4.25,3.25,3.5,3.5,1.12,1.12,1,3,3.25,2.62,1.88,2,2.62,2.12,3.38,2.62,2.5,2.62,2.5,2.88,1.88,2,3.38,1.12,1.5,3.5,3.5,4.12,2.62,2.12,1.62,3.12,2.25,3.12,"Importance"
"633","43-5032.00","Dispatchers, Except Police, Fire, and Ambulance",3,4,3,3.88,3.12,1,1,1,2.88,3,2.88,2,2,2.5,2.5,3.75,3,1,2.25,1.88,2.88,1.25,2.12,3.75,1,1.12,3.38,3,4,2.88,2.88,1.5,3.62,1.88,3.25,"Importance"
"634","43-5041.00","Meter Readers, Utilities",2.62,3.12,2.88,2.75,2.75,2.5,2.25,1.12,2.5,3.25,2.5,2.12,2,2.38,2.5,2.88,2.38,2.88,3.25,1.62,2.5,1.88,2.88,2.88,2.5,1.12,3,2.88,3.12,2.25,2.12,1.5,3.12,2.5,2.88,"Importance"
"635","43-5051.00","Postal Service Clerks",2.5,3.38,2.75,2.75,3,1,1.38,1,2.12,2.75,2.12,2.25,2,2.12,2.88,2.88,2.25,1.38,2.5,1.75,2.75,1.62,2.5,3.12,1,1,3.38,3.25,3.38,2.12,1.88,1,3,2,2.88,"Importance"
"636","43-5052.00","Postal Service Mail Carriers",2.12,2.88,2.5,2.5,2.88,1,1,1,1.25,2.62,2,1.38,1.75,1.25,1.88,2.5,1.88,2.38,2.5,1.75,2.25,1,2,2.75,1,1.12,2.88,2.88,2.75,2,2,1,2.88,1.5,2.25,"Importance"
"637","43-5053.00","Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.38,3.25,2.62,2.75,3,1.38,1.12,1,2.5,2.75,2.38,1,1,2.38,1.88,3.25,2.12,2.5,2.62,1.88,2.25,1.5,2.12,3.12,1.38,1.12,2.62,2.88,3.12,1.88,1.75,1,2.88,2.12,2.25,"Importance"
"638","43-5061.00","Production, Planning, and Expediting Clerks",2.62,3.88,3,3.25,3.38,1,1.12,1,2.25,3.12,2.5,2.38,2.5,2.62,2.62,3.38,2.75,1.75,2.25,1.88,2.88,1.62,2.12,3.88,1,1.25,2.88,2.88,3.62,2.88,2.62,1.75,3.5,1.88,3.38,"Importance"
"639","43-5071.00","Shipping, Receiving, and Traffic Clerks",2.38,3.25,2.62,3,3.12,1,1.38,1,2.25,3,2.12,1.62,1.75,2.25,2.38,2.88,2.38,2,2.38,1.25,2.5,1.62,2.38,3.12,1,1,2.5,2.75,3.38,2.25,1.88,1.5,2.62,1.75,2.5,"Importance"
"640","43-5081.01","Stock Clerks, Sales Floor",2.75,3.25,2.62,3,2.88,1,1,1,2,2.75,2.12,1.62,1.75,2,2.5,2.88,2.12,1.75,1.62,1.62,2.5,1.38,2,2.62,1,1,3.12,2.88,3.5,2,2,1.38,2.75,1.5,2.25,"Importance"
"641","43-5081.02","Marking Clerks",2.38,2.88,2.5,2.88,2.88,1,1.12,1,2,2.62,2,1.25,1.5,2.12,1.75,2.75,2.38,1.88,2,1.5,2.38,1.25,1.12,2.5,1,1,2.5,2.75,2.88,1.5,1.38,1,2.5,1,2.62,"Importance"
"642","43-5081.03","Stock Clerks- Stockroom, Warehouse, or Storage Yard",2.25,3,2.5,3,2.88,1.5,1,1,2.12,2.88,1.5,1.25,2.5,2,2.38,2.62,2.5,2.25,2,1.5,2.62,1.12,2.25,2.75,1,1,2.88,2.62,3,2,1.75,1,3,1.5,2.38,"Importance"
"643","43-5081.04","Order Fillers, Wholesale and Retail Sales",2,2.88,2.25,2.38,2.88,1,1,1,1.75,2.25,1.88,1.38,1.88,1.75,2.62,2.5,1.88,1.88,1.62,1.38,1.88,1.38,1.88,3,1,1.12,2.12,2.75,2.88,1.75,1.88,1.38,2.5,1.62,2.38,"Importance"
"644","43-5111.00","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.62,3.12,2.62,3.12,3.5,1.12,1.38,1,2.38,2.75,2.5,1.12,1.25,2.38,2.75,2.88,2.12,1.25,1.88,1.38,2.5,2,2.62,3.38,1,1.38,2.75,3.12,3.38,2.25,2.12,1,2.75,1.25,3.25,"Importance"
"645","43-6011.00","Executive Secretaries and Executive Administrative Assistants",3,4,2.62,3.5,3,1,1.12,1,2.5,3,2.5,1.5,1.75,2.5,2.62,3.12,2.75,1.25,2,1.88,2.88,2,2.12,4,1.25,1.5,3.75,3.25,3.88,2.62,2.5,1.75,3.5,1,3.62,"Importance"
"646","43-6012.00","Legal Secretaries",2.62,3.62,2.62,3.12,3.25,1,1,1,1.75,2.88,2.38,1.25,1.12,1.88,2.38,2.88,2.12,1.38,1.75,1.12,2.5,1.5,2,3.75,1,1,2.88,3,3.5,2.12,1.88,1.25,3.12,1.12,3.88,"Importance"
"647","43-6013.00","Medical Secretaries",2.12,3.88,3,3.12,3,1,1,1,2.25,2.75,2,1.38,1.38,2.75,2,3,2.12,1,1.88,1.5,2.25,1.25,1.12,3.25,1,1.25,3.62,3.12,4,2,2,1,3.12,1,3.12,"Importance"
"648","43-6014.00","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.88,3.88,2.75,3.25,3.12,1,1,1,2.38,3,2.38,2.12,2.12,2.75,2.12,3,2.5,1.38,1.5,1.75,2.38,1.5,2.38,3.88,1,1.12,3.5,3,3.88,2.38,2.12,1.38,3.88,1.12,4,"Importance"
"649","43-9011.00","Computer Operators",3.12,3.38,3.25,3.12,3.25,1.38,1.38,1.25,2.62,3.12,2.62,2,2.38,2.75,2.25,3.5,2.5,3.25,3.75,1.75,2.75,2.62,3.12,3.62,1.38,1.75,3,3,3.25,3.12,2.75,2,3.25,2.88,3.12,"Importance"
"650","43-9021.00","Data Entry Keyers",2.5,3.5,2.62,2.62,3.12,1,1.62,1.12,2.62,2.75,2.38,1.62,1.75,2.5,2.38,3.62,2.38,1.25,2.12,1.12,2.38,2,2.25,3.75,1,1,2.5,2.75,3.38,2.12,2.12,1.38,3.12,1,3.25,"Importance"
